    1      0      0      0      0
    2      0      0      0      0
    3      0      0      0      0
    4      0      0      0      0
    5      0      0      0      0
    6      0      0      0      0
    7      0      0      0      0
    8      0      0      0      0
    9  92289  44349  40184   7756
   10  97308  45730  40514  11064
   11 101108  46332  41457  13319
   12 102144  45622  40811  15711
   13 102060  44937  39343  17780
   14 101387  44228  37998  19161
   15 100940  43693  37474  19773
   16 100142  42624  35792  21726
   17  99622  41717  34343  23562
   18  96905  40524  33247  23134
   19  93694  39097  31520  23077
   20  91575  37924  29894  23757
   21  89242  36675  28573  23994
   22  86379  36074  27152  23153
   23  83714  34842  25727  23145
   24  81812  33390  24471  23951
   25  79535  32760  23333  23442
   26  77569  31838  22438  23293
   27  75263  30452  21636  23175
   28  73449  29323  20617  23509
   29  72016  28635  19531  23850
   30  69542  27292  18718  23532
   31  67964  26676  17995  23293
   32  66356  25682  17444  23230
   33  64088  24897  16687  22504
   34  63723  24196  16146  23381
   35  61526  23054  15376  23096
   36  60755  22553  14965  23237
   37  59387  21799  14531  23057
   38  57386  21256  14221  21909
   39  56511  20281  13506  22724
   40  55611  19667  12864  23080
   41  54075  18863  12651  22561
   42  52643  18660  12302  21681
   43  52064  18168  12079  21817
   44  50603  17405  11717  21481
   45  49840  17095  11297  21448
   46  48547  16188  10877  21482
   47  47670  15755  10518  21397
   48  46861  15338  10567  20956
   49  45311  15170  10069  20072
   50  44295  14469   9846  19980
   51  43537  14299   9583  19655
   52  42905  13704   9295  19906
   53  42081  13412   9070  19599
   54  41445  13045   9008  19392
   55  40391  12678   8939  18774
   56  39392  12414   8486  18492
   57  39300  12004   8436  18860
   58  38391  11727   8287  18377
   59  37784  11689   8117  17978
   60  37492  11162   7880  18450
   61  36556  11083   7765  17708
   62  35718  10510   7518  17690
   63  35014  10563   7394  17057
   64  34874   9937   7297  17640
   65  34063   9803   7437  16823
   66  33459   9743   6852  16864
   67  32713   9257   6695  16761
   68  32117   9259   6517  16341
