 0.36783E-01  0.36783E-01  0.36783E-01
 0.36698E-01  0.36698E-01  0.36698E-01
 0.36596E-01  0.36596E-01  0.36596E-01
 0.36479E-01  0.36479E-01  0.36479E-01
 0.36346E-01  0.36346E-01  0.36346E-01
 0.36198E-01  0.36198E-01  0.36198E-01
 0.36034E-01  0.36034E-01  0.36034E-01
 0.35854E-01  0.35854E-01  0.35854E-01
 0.35655E-01  0.35655E-01  0.35655E-01
 0.35440E-01  0.35440E-01  0.35440E-01
 0.35206E-01  0.35206E-01  0.35206E-01
 0.34958E-01  0.34958E-01  0.34958E-01
 0.34693E-01  0.34693E-01  0.34693E-01
 0.34412E-01  0.34412E-01  0.34412E-01
 0.34113E-01  0.34113E-01  0.34113E-01
 0.33801E-01  0.33801E-01  0.33801E-01
 0.33470E-01  0.33470E-01  0.33470E-01
 0.33122E-01  0.33122E-01  0.33122E-01
 0.32758E-01  0.32758E-01  0.32758E-01
 0.32380E-01  0.32380E-01  0.32380E-01
 0.31986E-01  0.31986E-01  0.31986E-01
 0.31577E-01  0.31577E-01  0.31577E-01
 0.31155E-01  0.31155E-01  0.31155E-01
 0.30717E-01  0.30717E-01  0.30717E-01
 0.30266E-01  0.30266E-01  0.30266E-01
 0.29803E-01  0.29803E-01  0.29803E-01
 0.29326E-01  0.29326E-01  0.29326E-01
 0.28836E-01  0.28836E-01  0.28836E-01
 0.28337E-01  0.28337E-01  0.28337E-01
 0.27825E-01  0.27825E-01  0.27825E-01
 0.27302E-01  0.27302E-01  0.27302E-01
 0.26770E-01  0.26770E-01  0.26770E-01
 0.26228E-01  0.26228E-01  0.26228E-01
 0.25680E-01  0.25680E-01  0.25680E-01
 0.25124E-01  0.25124E-01  0.25124E-01
 0.24562E-01  0.24562E-01  0.24562E-01
 0.23994E-01  0.23994E-01  0.23994E-01
 0.23422E-01  0.23422E-01  0.23422E-01
 0.22846E-01  0.22846E-01  0.22846E-01
 0.22267E-01  0.22267E-01  0.22267E-01
 0.21687E-01  0.21687E-01  0.21687E-01
 0.21106E-01  0.21106E-01  0.21106E-01
 0.20524E-01  0.20524E-01  0.20524E-01
 0.19944E-01  0.19944E-01  0.19944E-01
 0.19366E-01  0.19366E-01  0.19366E-01
 0.18791E-01  0.18791E-01  0.18791E-01
 0.18220E-01  0.18220E-01  0.18220E-01
 0.17653E-01  0.17653E-01  0.17653E-01
 0.17092E-01  0.17092E-01  0.17092E-01
 0.16537E-01  0.16537E-01  0.16537E-01
 0.15990E-01  0.15990E-01  0.15990E-01
 0.15449E-01  0.15449E-01  0.15449E-01
 0.14916E-01  0.14916E-01  0.14916E-01
 0.14392E-01  0.14392E-01  0.14392E-01
 0.13877E-01  0.13877E-01  0.13877E-01
 0.13371E-01  0.13371E-01  0.13371E-01
 0.12875E-01  0.12875E-01  0.12875E-01
 0.12389E-01  0.12389E-01  0.12389E-01
 0.11911E-01  0.11911E-01  0.11911E-01
 0.11443E-01  0.11443E-01  0.11443E-01
 0.10983E-01  0.10983E-01  0.10983E-01
 0.10532E-01  0.10532E-01  0.10532E-01
 0.10088E-01  0.10088E-01  0.10088E-01
 0.96525E-02  0.96525E-02  0.96525E-02
 0.92231E-02  0.92231E-02  0.92231E-02
 0.87998E-02  0.87998E-02  0.87998E-02
 0.83817E-02  0.83817E-02  0.83817E-02
 0.79681E-02  0.79681E-02  0.79681E-02
 0.75584E-02  0.75584E-02  0.75584E-02
 0.71519E-02  0.71519E-02  0.71519E-02
 0.67480E-02  0.67480E-02  0.67480E-02
 0.63465E-02  0.63465E-02  0.63465E-02
 0.59471E-02  0.59471E-02  0.59471E-02
 0.55497E-02  0.55497E-02  0.55497E-02
 0.51546E-02  0.51546E-02  0.51546E-02
 0.47624E-02  0.47624E-02  0.47624E-02
 0.43739E-02  0.43739E-02  0.43739E-02
 0.39902E-02  0.39902E-02  0.39902E-02
 0.36128E-02  0.36128E-02  0.36128E-02
 0.32436E-02  0.32436E-02  0.32436E-02
 0.28842E-02  0.28842E-02  0.28842E-02
