    1      0      0      0      0
    2      0      0      0      0
    3      0      0      0      0
    4      0      0      0      0
    5      0      0      0      0
    6      0      0      0      0
    7      0      0      0      0
    8      0      0      0      0
    9 104375  44986  44239  15150
   10 107234  46215  43703  17316
   11 102614  43298  40168  19148
   12  97391  39991  36577  20823
   13  95359  37995  34278  23086
   14  98496  39439  34495  24562
   15 102899  40954  34757  27188
   16 102926  40802  33413  28711
   17 102061  39863  31281  30917
   18  98406  38109  29380  30917
   19  94461  36300  28181  29980
   20  91249  35051  26136  30062
   21  89510  34611  25110  29789
   22  88980  33696  23757  31527
   23  86680  33312  23236  30132
   24  85744  31958  21665  32121
   25  84141  31516  20999  31626
   26  81327  30638  20002  30687
   27  79282  29500  18579  31203
   28  78356  28950  18510  30896
   29  77823  28540  17596  31687
   30  76254  27422  16974  31858
   31  75896  26964  16798  32134
   32  73670  26337  15854  31479
   33  72224  24978  15546  31700
   34  70204  24550  14896  30758
   35  68759  23432  14573  30754
   36  68056  23059  13596  31401
   37  66429  22352  13730  30347
   38  64567  21133  12811  30623
   39  63035  20540  12434  30061
   40  62342  19831  12085  30426
   41  60788  19417  11863  29508
   42  59326  18737  11409  29180
   43  58146  18018  11156  28972
   44  57077  17300  10915  28862
   45  55523  17063  10692  27768
   46  54713  16900  10340  27473
   47  53472  16039  10038  27395
   48  52471  15363   9943  27165
   49  52133  14848   9651  27634
   50  50471  14777   9175  26519
   51  49688  14298   8991  26399
   52  48749  13917   8883  25949
   53  47927  13684   8642  25601
   54  46564  13134   8334  25096
   55  45971  12481   8398  25092
   56  45103  12464   8053  24586
   57  44117  11959   7889  24269
   58  43726  11696   8073  23957
   59  43047  11360   7705  23982
   60  42012  11146   7728  23138
   61  41217  10559   7330  23328
   62  40667  10578   7240  22849
   63  40363  10201   7108  23054
   64  39543  10251   6907  22385
   65  38738   9722   6865  22151
   66  38233   9271   6622  22340
   67  37590   9315   6484  21791
   68  37052   9078   6384  21590
