    1    1    770     63    309    398
    1    2    986    160    387    439
    1    3   1416    286    434    696
    1    4   1860    447    511    902
    1    5   2663    844    745   1074
    1    6   3300   1132    959   1209
    1    7   3919   1433    994   1492
    1    8   4296   1606   1142   1548
    1    9   4642   1782   1192   1668
    1   10   5253   2008   1214   2031
    1   11   5643   2095   1287   2261
    1   12   5804   2180   1338   2286
    1   13   6009   2387   1334   2288
    1   14   6061   2510   1365   2186
    1   15   6119   2503   1369   2247
    1   16   5895   2485   1347   2063
    1   17   5902   2474   1346   2082
    1   18   5732   2165   1419   2148
    1   19   5435   2366   1401   1668
    1   20   5122   2269   1298   1555
    1   21   4933   2214   1231   1488
    1   22   4810   2061   1221   1528
    1   23   4561   1937   1149   1475
    1   24   4320   1894   1131   1295
    1   25   4100   1834   1117   1149
    1   26   3900   1751   1106   1043
    1   27   3712   1682    967   1063
    1   28   3468   1531   1090    847
    1   29   3359   1583   1005    771
    1   30   3236   1490   1004    742
    1   31   3119   1473    833    813
    1   32   2863   1302    887    674
    1   33   2817   1236    884    697
    1   34   2788   1226    862    700
    1   35   2656   1118    801    737
    1   36   2326   1130    768    428
    1   37   2472    992    685    795
    1   38   2132    985    678    469
    1   39   2197    874    638    685
    1   40   2088    794    640    654
    1   41   1952    837    673    442
    1   42   1999    750    650    599
    1   43   1726    725    573    428
    1   44   1777    711    571    495
    1   45   1549    671    516    362
    1   46   1640    593    536    511
    1   47   1534    586    507    441
    1   48   1484    521    506    457
    1   49   1363    482    467    414
    1   50   1212    458    435    319
    1   51   1211    443    424    344
    1   52   1194    406    434    354
    1   53   1128    357    420    351
    1   54   1103    342    437    324
    1   55   1064    319    394    351
    1   56    868    341    339    188
    1   57    902    283    380    239
    1   58    854    310    345    199
    1   59    728    220    335    173
    1   60    733    239    343    151
    1   61    674    239    320    115
    1   62    703    209    286    208
    1   63    636    170    302    164
    1   64    584    157    217    210
    2    1    712     64    327    321
    2    2    882    142    292    448
    2    3   1221    238    348    635
    2    4   1680    422    501    757
    2    5   2444    765    737    942
    2    6   3196   1073    975   1148
    2    7   3754   1276   1128   1350
    2    8   4254   1561   1134   1559
    2    9   4484   1731   1128   1625
    2   10   5069   2017   1202   1850
    2   11   5342   2033   1327   1982
    2   12   5593   2232   1314   2047
    2   13   5851   2270   1380   2201
    2   14   5969   2361   1262   2346
    2   15   5961   2419   1473   2069
    2   16   6002   2525   1409   2068
    2   17   5746   2376   1418   1952
    2   18   5565   2250   1405   1910
    2   19   5303   2345   1329   1629
    2   20   5099   2106   1258   1735
    2   21   4886   2106   1199   1581
    2   22   4734   1976   1247   1511
    2   23   4763   1862   1233   1668
    2   24   4239   1778   1180   1281
    2   25   4088   1793   1137   1158
    2   26   4060   1755   1095   1210
    2   27   3771   1656   1111   1004
    2   28   3621   1622   1020    979
    2   29   3408   1444    994    970
    2   30   3272   1505    995    772
    2   31   3143   1347    973    823
    2   32   3068   1234    879    955
    2   33   2866   1321    888    657
    2   34   2682   1124    776    782
    2   35   2678   1167    713    798
    2   36   2538   1022    827    689
    2   37   2325   1023    718    584
    2   38   2253    916    720    617
    2   39   2048    856    702    490
    2   40   2139    842    587    710
    2   41   2059    761    673    625
    2   42   1835    749    563    523
    2   43   1757    649    574    534
    2   44   1812    643    577    592
    2   45   1721    594    515    612
    2   46   1603    549    526    528
    2   47   1464    560    544    360
    2   48   1344    458    450    436
    2   49   1303    484    472    347
    2   50   1217    429    460    328
    2   51   1286    354    436    496
    2   52   1187    345    436    406
    2   53   1104    378    399    327
    2   54   1110    319    363    428
    2   55    988    311    431    246
    2   56    902    312    408    182
    2   57    873    285    359    229
    2   58    739    283    376     80
    2   59    808    235    343    230
    2   60    737    249    356    132
    2   61    706    186    355    165
    2   62    710    193    343    174
    2   63    605    221    286     98
    2   64    596    166    237    193
    3    1    624     44    276    304
    3    2    861    136    275    450
    3    3   1182    238    338    606
    3    4   1503    390    476    637
    3    5   2342    722    675    945
    3    6   3082   1020    876   1186
    3    7   3546   1265   1018   1263
    3    8   3851   1527   1124   1200
    3    9   4442   1645   1157   1640
    3   10   4901   1841   1184   1876
    3   11   5284   2044   1265   1975
    3   12   5608   2148   1283   2177
    3   13   5766   2206   1253   2307
    3   14   5898   2225   1406   2267
    3   15   5659   2202   1355   2102
    3   16   5789   2390   1325   2074
    3   17   5667   2327   1300   2040
    3   18   5544   2307   1363   1874
    3   19   5542   2154   1207   2181
    3   20   5278   2067   1189   2022
    3   21   4923   2062   1151   1710
    3   22   4725   1976   1254   1495
    3   23   4431   1848   1198   1385
    3   24   4246   1711   1195   1340
    3   25   4260   1616   1062   1582
    3   26   3871   1690   1094   1087
    3   27   3650   1603   1062    985
    3   28   3520   1460   1006   1054
    3   29   3310   1347    953   1010
    3   30   3133   1315    956    862
    3   31   3035   1331    856    848
    3   32   2918   1182    837    899
    3   33   2765   1236    890    639
    3   34   2478   1079    711    688
    3   35   2463   1046    782    635
    3   36   2419   1034    713    672
    3   37   2219    941    680    598
    3   38   2229    874    713    642
    3   39   2063    872    644    547
    3   40   2024    738    610    676
    3   41   1859    721    587    551
    3   42   1875    700    614    561
    3   43   1784    625    560    599
    3   44   1625    568    510    547
    3   45   1572    530    537    505
    3   46   1542    505    498    539
    3   47   1555    448    483    624
    3   48   1324    462    482    380
    3   49   1260    443    440    377
    3   50   1299    355    458    486
    3   51   1113    349    418    346
    3   52   1191    331    463    397
    3   53   1113    358    442    313
