    1      0      0      0      0
    2      0      0      0      0
    3      0      0      0      0
    4      0      0      0      0
    5      0      0      0      0
    6      0      0      0      0
    7      0      0      0      0
    8      0      0      0      0
    9  93056  44706  40527   7823
   10  98144  46123  40860  11161
   11 101891  46691  41787  13413
   12 102996  46002  41148  15846
   13 102908  45302  39656  17950
   14 102213  44607  38316  19290
   15 101742  44029  37768  19945
   16 100993  42969  36056  21968
   17 100409  42067  34631  23711
   18  97724  40868  33510  23346
   19  94473  39416  31810  23247
   20  92338  38223  30169  23946
   21  89955  36948  28794  24213
   22  87093  36381  27373  23339
   23  84457  35141  25953  23363
   24  82453  33625  24678  24150
   25  80158  33042  23516  23600
   26  78193  32125  22624  23444
   27  75869  30703  21831  23335
   28  74071  29560  20776  23735
   29  72584  28853  19690  24041
   30  70124  27487  18883  23754
   31  68531  26890  18143  23498
   32  66884  25884  17578  23422
   33  64586  25103  16817  22666
   34  64248  24387  16289  23572
   35  62039  23248  15513  23278
   36  61266  22747  15097  23422
   37  59901  21972  14654  23275
   38  57812  21432  14347  22033
   39  56982  20438  13605  22939
   40  56112  19810  12968  23334
   41  54528  19011  12732  22785
   42  53059  18802  12402  21855
   43  52516  18311  12176  22029
   44  51043  17539  11805  21699
   45  50255  17219  11389  21647
   46  48952  16324  10973  21655
   47  48033  15890  10598  21545
   48  47235  15469  10662  21104
   49  45669  15281  10147  20241
   50  44672  14586   9913  20173
   51  43903  14395   9664  19844
   52  43261  13827   9376  20058
   53  42427  13528   9153  19746
   54  41786  13151   9088  19547
   55  40698  12787   9015  18896
   56  39711  12531   8547  18633
   57  39613  12093   8510  19010
   58  38717  11837   8342  18538
   59  38116  11785   8182  18149
   60  37810  11251   7945  18614
   61  36899  11176   7831  17892
   62  36002  10613   7593  17796
   63  35253  10669   7457  17127
   64  35154  10007   7366  17781
   65  34348   9885   7500  16963
   66  33709   9816   6913  16980
   67  33003   9335   6749  16919
   68  32395   9334   6570  16491
