 0.32482E-01  0.32482E-01  0.32482E-01
 0.32662E-01  0.32662E-01  0.32662E-01
 0.32808E-01  0.32808E-01  0.32808E-01
 0.32927E-01  0.32927E-01  0.32927E-01
 0.33013E-01  0.33013E-01  0.33013E-01
 0.33073E-01  0.33073E-01  0.33073E-01
 0.33104E-01  0.33104E-01  0.33104E-01
 0.33107E-01  0.33107E-01  0.33107E-01
 0.33078E-01  0.33078E-01  0.33078E-01
 0.33024E-01  0.33024E-01  0.33024E-01
 0.32941E-01  0.32941E-01  0.32941E-01
 0.32835E-01  0.32835E-01  0.32835E-01
 0.32702E-01  0.32702E-01  0.32702E-01
 0.32544E-01  0.32544E-01  0.32544E-01
 0.32362E-01  0.32362E-01  0.32362E-01
 0.32157E-01  0.32157E-01  0.32157E-01
 0.31927E-01  0.31927E-01  0.31927E-01
 0.31673E-01  0.31673E-01  0.31673E-01
 0.31396E-01  0.31396E-01  0.31396E-01
 0.31099E-01  0.31099E-01  0.31099E-01
 0.30781E-01  0.30781E-01  0.30781E-01
 0.30442E-01  0.30442E-01  0.30442E-01
 0.30086E-01  0.30086E-01  0.30086E-01
 0.29708E-01  0.29708E-01  0.29708E-01
 0.29312E-01  0.29312E-01  0.29312E-01
 0.28900E-01  0.28900E-01  0.28900E-01
 0.28471E-01  0.28471E-01  0.28471E-01
 0.28024E-01  0.28024E-01  0.28024E-01
 0.27564E-01  0.27564E-01  0.27564E-01
 0.27088E-01  0.27088E-01  0.27088E-01
 0.26598E-01  0.26598E-01  0.26598E-01
 0.26095E-01  0.26095E-01  0.26095E-01
 0.25580E-01  0.25580E-01  0.25580E-01
 0.25057E-01  0.25057E-01  0.25057E-01
 0.24523E-01  0.24523E-01  0.24523E-01
 0.23981E-01  0.23981E-01  0.23981E-01
 0.23431E-01  0.23431E-01  0.23431E-01
 0.22875E-01  0.22875E-01  0.22875E-01
 0.22314E-01  0.22314E-01  0.22314E-01
 0.21750E-01  0.21750E-01  0.21750E-01
 0.21182E-01  0.21182E-01  0.21182E-01
 0.20613E-01  0.20613E-01  0.20613E-01
 0.20043E-01  0.20043E-01  0.20043E-01
 0.19474E-01  0.19474E-01  0.19474E-01
 0.18908E-01  0.18908E-01  0.18908E-01
 0.18344E-01  0.18344E-01  0.18344E-01
 0.17786E-01  0.17786E-01  0.17786E-01
 0.17232E-01  0.17232E-01  0.17232E-01
 0.16685E-01  0.16685E-01  0.16685E-01
 0.16145E-01  0.16145E-01  0.16145E-01
