     30.000  0.0005000  0.0274982  0.0058746  0.0062770 -0.0047906
     30.000  0.0013000  0.0146987  0.0052736  0.0037298 -0.0031597
     30.000  0.0020000  0.0130703  0.0049300  0.0042807 -0.0039251
     30.000  0.0050000  0.0086309  0.0038839  0.0044443 -0.0044352
    125.000  0.0020000  0.0535352  0.0114953  0.0099860 -0.0085506
    125.000  0.0050000  0.0180425  0.0065984  0.0054096 -0.0040852
    125.000  0.0130000  0.0144196  0.0037743  0.0036442 -0.0036275
   1000.000  0.0320000  0.0096905  0.0056839  0.0026355 -0.0023591
