    1      0      0      0      0
    2      0      0      0      0
    3      0      0      0      0
    4      0      0      0      0
    5      0      0      0      0
    6      0      0      0      0
    7      0      0      0      0
    8      0      0      0      0
    9  89014  39512  35803  13699
   10  97262  42526  38035  16701
   11 102637  44245  38337  20055
   12 105122  44799  37858  22465
   13 104027  43732  36455  23840
   14 103532  43071  35649  24812
   15 103547  42707  34209  26631
   16 103260  41821  33092  28347
   17 101004  41079  31456  28469
   18  99778  39483  30017  30278
   19  97374  38250  28785  30339
   20  94719  36826  27589  30304
   21  92429  35536  25907  30986
   22  89903  34074  24794  31035
   23  86938  33035  23577  30326
   24  84835  32108  22618  30109
   25  82652  30406  21253  30993
   26  81140  29669  20681  30790
   27  78258  28766  19650  29842
   28  76075  27400  18678  29997
   29  74451  26603  18018  29830
   30  72304  25722  17174  29408
   31  69698  24620  16244  28834
   32  68102  23770  15861  28471
   33  66790  22795  15381  28614
   34  66213  22425  15085  28703
   35  64694  21836  14489  28369
   36  63664  21057  14140  28467
   37  62187  20604  13614  27969
   38  60229  19963  13323  26943
   39  59215  19178  13037  27000
   40  58410  18875  12441  27094
   41  56647  18142  11954  26551
   42  55813  17710  11820  26283
   43  54986  17253  11502  26231
   44  53201  16809  11219  25173
   45  52229  16055  10992  25182
   46  50901  15869  10571  24461
   47  50430  15410  10369  24651
   48  49280  14830  10238  24212
   49  48196  14598   9795  23803
   50  47273  14246   9688  23339
   51  46578  13797   9292  23489
   52  45936  13582   9122  23232
   53  44692  13265   8961  22466
   54  44093  12818   8972  22303
   55  43059  12550   8512  21997
   56  42335  12084   8518  21733
   57  42010  11871   8209  21930
   58  41312  11596   7932  21784
   59  40234  11220   7925  21089
   60  39864  10971   7827  21066
   61  39055  10747   7730  20578
   62  38365  10308   7353  20704
   63  38164  10171   7335  20658
   64  37256   9904   7143  20209
   65  36547   9624   7023  19900
   66  36054   9640   6776  19638
   67  35435   9287   6707  19441
   68  34914   9043   6695  19176
