 Parton Distribution Table : CTEQ4F3                               
  Ordr, Nfl, lambda        Qmass 1,  2,  3,         4,  5,  6
    2.    3. 0.3850    0.000    0.000    0.200    1.600    5.000  180.000
   NX,  NT,  NfMx
   90   13    3
QINI, QMAX, (QV(I), I =0, NT)
 2.55386E+00 2.06528E+00 1.67657E+00 1.36211E+00 1.10988E+00 9.03830E-01
 7.36651E-01 5.99897E-01 4.87839E-01 3.95808E-01 3.20212E-01 2.58091E-01
 2.07125E-01 1.65385E-01 1.31319E-01 1.03607E-01 8.11778E-02 6.31192E-02
 4.86634E-02 3.72226E-02 2.81421E-02 2.10442E-02 1.55503E-02 1.13416E-02
 8.15556E-03 5.77336E-03 4.01778E-03 2.74341E-03 1.83449E-03 1.19707E-03
 7.63955E-04 4.72005E-04 2.82160E-04 1.62330E-04 8.93700E-05 4.66809E-05
 2.29035E-05 1.03965E-05 4.24812E-06 1.49676E-06 4.07840E-07 4.94111E-08
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.96495E+05
 2.28815E+05 1.74166E+05 1.32546E+05 1.00877E+05 7.67591E+04 5.84099E+04
 4.44385E+04 3.38104E+04 2.57191E+04 1.95651E+04 1.48807E+04 1.13185E+04
 8.60737E+03 6.54610E+03 4.97758E+03 3.78525E+03 2.87807E+03 2.18859E+03
 1.66408E+03 1.26552E+03 9.62363E+02 7.32023E+02 5.56837E+02 4.23734E+02
 3.22511E+02 2.45636E+02 1.86443E+02 1.42193E+02 1.08522E+02 8.29288E+01
 6.34461E+01 4.86244E+01 3.73606E+01 2.87589E+01 2.21962E+01 1.71892E+01
 1.33574E+01 1.04229E+01 8.16575E+00 6.42893E+00 5.08339E+00 4.03810E+00
 3.22117E+00 2.58015E+00 2.07361E+00 1.67307E+00 1.35093E+00 1.09416E+00
 8.85659E-01 7.17558E-01 5.80904E-01 4.69644E-01 3.78847E-01 3.04744E-01
 2.44236E-01 1.94912E-01 1.54773E-01 1.22222E-01 9.59089E-02 7.47467E-02
 5.78142E-02 4.43418E-02 3.37442E-02 2.53836E-02 1.88872E-02 1.38889E-02
 1.00823E-02 7.21753E-03 5.08773E-03 3.52710E-03 2.40047E-03 1.60131E-03
 1.04358E-03 6.66402E-04 4.13150E-04 2.48958E-04 1.45401E-04 8.22400E-05
 4.49831E-05 2.38989E-05 1.24013E-05 6.36232E-06 3.27638E-06 1.71147E-06
 8.87353E-07 4.37043E-07 1.85714E-07 5.34905E-08 3.66859E-09 0.00000E+00
 3.82368E+05 2.93977E+05 2.22787E+05 1.68797E+05 1.27889E+05 9.68692E+04
 7.33718E+04 5.55596E+04 4.20705E+04 3.18480E+04 2.41089E+04 1.82456E+04
 1.38080E+04 1.04471E+04 7.90416E+03 5.97873E+03 4.52244E+03 3.42008E+03
 2.58657E+03 1.95582E+03 1.47907E+03 1.11838E+03 8.45824E+02 6.39667E+02
 4.83905E+02 3.66115E+02 2.77178E+02 2.09091E+02 1.58489E+02 1.20211E+02
 9.12890E+01 6.94034E+01 5.28536E+01 4.03524E+01 3.08638E+01 2.36682E+01
 1.82118E+01 1.40612E+01 1.09019E+01 8.48637E+00 6.63887E+00 5.21609E+00
 4.11737E+00 3.26377E+00 2.59799E+00 2.07499E+00 1.66392E+00 1.33529E+00
 1.07497E+00 8.64877E-01 6.96551E-01 5.60570E-01 4.50561E-01 3.61353E-01
 2.89011E-01 2.30315E-01 1.82772E-01 1.44327E-01 1.13348E-01 8.84620E-02
 6.85731E-02 5.27583E-02 4.02512E-02 3.04727E-02 2.28049E-02 1.68825E-02
 1.23531E-02 8.92395E-03 6.35852E-03 4.46230E-03 3.08084E-03 2.08917E-03
 1.38966E-03 9.03974E-04 5.77106E-04 3.58571E-04 2.17353E-04 1.28415E-04
 7.41109E-05 4.18805E-05 2.33943E-05 1.30300E-05 7.31875E-06 4.16130E-06
 2.37417E-06 1.30926E-06 6.63181E-07 2.80763E-07 7.86611E-08 5.53512E-09
 0.00000E+00 4.89541E+05 3.75031E+05 2.83028E+05 2.13533E+05 1.61088E+05
 1.21483E+05 9.16073E+04 6.90557E+04 5.20505E+04 3.92199E+04 2.95491E+04
 2.22555E+04 1.67606E+04 1.26183E+04 9.49891E+03 7.14838E+03 5.37919E+03
 4.04663E+03 3.04411E+03 2.28934E+03 1.72178E+03 1.29467E+03 9.73616E+02
 7.32098E+02 5.50616E+02 4.14137E+02 3.11674E+02 2.33680E+02 1.76049E+02
 1.32710E+02 1.00155E+02 7.56674E+01 5.72600E+01 4.34397E+01 3.30130E+01
 2.51543E+01 1.92310E+01 1.47527E+01 1.13646E+01 8.78988E+00 6.83242E+00
 5.33402E+00 4.18380E+00 3.29555E+00 2.60688E+00 2.06913E+00 1.64902E+00
 1.31519E+00 1.05239E+00 8.41594E-01 6.73757E-01 5.39021E-01 4.30706E-01
 3.43428E-01 2.73098E-01 2.16397E-01 1.70760E-01 1.34090E-01 1.04727E-01
 8.12864E-02 6.26698E-02 4.79586E-02 3.63946E-02 2.74084E-02 2.04046E-02
 1.50276E-02 1.09401E-02 7.86403E-03 5.57639E-03 3.89544E-03 2.67795E-03
 1.80900E-03 1.19954E-03 7.78600E-04 4.96710E-04 3.09087E-04 1.88258E-04
 1.12296E-04 6.58750E-05 3.81782E-05 2.20970E-05 1.28698E-05 7.58869E-06
 4.50864E-06 2.65229E-06 1.48406E-06 7.50511E-07 3.12298E-07 8.49987E-08
 6.08136E-09 0.00000E+00 6.22260E+05 4.75068E+05 3.57083E+05 2.68308E+05
 2.01569E+05 1.51372E+05 1.13656E+05 8.53035E+04 6.40122E+04 4.80159E+04
 3.60104E+04 2.69958E+04 2.02342E+04 1.51601E+04 1.13565E+04 8.50388E+03
 6.36686E+03 4.76506E+03 3.56585E+03 2.66752E+03 1.99541E+03 1.49222E+03
 1.11595E+03 8.34400E+02 6.23970E+02 4.66585E+02 3.49086E+02 2.60151E+02
 1.94811E+02 1.45958E+02 1.09474E+02 8.21942E+01 6.18081E+01 4.65946E+01
 3.51852E+01 2.66382E+01 2.02349E+01 1.54233E+01 1.18049E+01 9.07192E+00
 7.00661E+00 5.43521E+00 4.23614E+00 3.31576E+00 2.60644E+00 2.05590E+00
 1.62839E+00 1.29075E+00 1.02656E+00 8.15977E-01 6.49344E-01 5.16415E-01
 4.10222E-01 3.25195E-01 2.57110E-01 2.02566E-01 1.58942E-01 1.24110E-01
 9.63935E-02 7.44064E-02 5.70527E-02 4.34244E-02 3.27765E-02 2.45526E-02
 1.81817E-02 1.33205E-02 9.64737E-03 6.89980E-03 4.86869E-03 3.38512E-03
 2.31691E-03 1.55894E-03 1.03036E-03 6.67242E-04 4.25289E-04 2.64974E-04
 1.62082E-04 9.75142E-05 5.80177E-05 3.43333E-05 2.04186E-05 1.22685E-05
 7.45310E-06 4.53197E-06 2.69877E-06 1.51196E-06 7.57412E-07 3.08726E-07
 8.16484E-08 5.92738E-09 0.00000E+00 7.85309E+05 5.97553E+05 4.47395E+05
 3.34836E+05 2.50535E+05 1.87374E+05 1.40101E+05 1.04706E+05 7.82328E+04
 5.84256E+04 4.36218E+04 3.25536E+04 2.42873E+04 1.81115E+04 1.35026E+04
 1.00618E+04 7.49609E+03 5.58204E+03 4.15589E+03 3.09278E+03 2.30131E+03
 1.71176E+03 1.27315E+03 9.46670E+02 7.03942E+02 5.23376E+02 3.89307E+02
 2.88398E+02 2.14676E+02 1.59874E+02 1.19179E+02 8.89295E+01 6.64560E+01
 4.97849E+01 3.73564E+01 2.81024E+01 2.12108E+01 1.60639E+01 1.22165E+01
 9.32829E+00 7.15868E+00 5.51792E+00 4.27336E+00 3.32386E+00 2.59645E+00
 2.03528E+00 1.60213E+00 1.26212E+00 9.97702E-01 7.88239E-01 6.23517E-01
 4.92937E-01 3.89270E-01 3.06790E-01 2.41158E-01 1.88910E-01 1.47385E-01
 1.14438E-01 8.83849E-02 6.78468E-02 5.17372E-02 3.91644E-02 2.94007E-02
 2.19057E-02 1.61349E-02 1.17585E-02 8.47171E-03 6.02806E-03 4.23249E-03
 2.92883E-03 1.99572E-03 1.33750E-03 8.81114E-04 5.69287E-04 3.62542E-04
 2.26166E-04 1.38923E-04 8.42621E-05 5.07814E-05 3.05975E-05 1.85977E-05
 1.14337E-05 7.08265E-06 4.36205E-06 2.60718E-06 1.45388E-06 7.18920E-07
 2.86627E-07 7.36962E-08 5.42436E-09 0.00000E+00 9.83998E+05 7.46308E+05
 5.56636E+05 4.14982E+05 3.09279E+05 2.30383E+05 1.71556E+05 1.27684E+05
 9.49994E+04 7.06436E+04 5.25140E+04 3.90159E+04 2.89773E+04 2.15098E+04
 1.59612E+04 1.18375E+04 8.77633E+03 6.50329E+03 4.81753E+03 3.56696E+03
 2.64039E+03 1.95364E+03 1.44527E+03 1.06881E+03 7.90367E+02 5.84325E+02
 4.32163E+02 3.18267E+02 2.35517E+02 1.74351E+02 1.29188E+02 9.58104E+01
 7.11562E+01 5.29756E+01 3.95012E+01 2.95287E+01 2.21460E+01 1.66657E+01
 1.25936E+01 9.55509E+00 7.28618E+00 5.58068E+00 4.29470E+00 3.31951E+00
 2.57686E+00 2.00738E+00 1.57046E+00 1.22957E+00 9.66077E-01 7.58639E-01
 5.96512E-01 4.68793E-01 3.68026E-01 2.88356E-01 2.25355E-01 1.75518E-01
 1.36157E-01 1.05123E-01 8.07349E-02 6.16296E-02 4.67367E-02 3.51854E-02
 2.62694E-02 1.94669E-02 1.42614E-02 1.03378E-02 7.40909E-03 5.24491E-03
 3.66430E-03 2.52361E-03 1.71201E-03 1.14286E-03 7.50506E-04 4.83861E-04
 3.07937E-04 1.92388E-04 1.18688E-04 7.25669E-05 4.42633E-05 2.70995E-05
 1.67699E-05 1.04902E-05 6.58268E-06 4.08069E-06 2.43614E-06 1.34770E-06
 6.56489E-07 2.55809E-07 6.39809E-08 4.77291E-09 0.00000E+00 1.22413E+06
 9.25483E+05 6.87686E+05 5.10735E+05 3.79170E+05 2.81337E+05 2.08663E+05
 1.54672E+05 1.14603E+05 8.48641E+04 6.28154E+04 4.64670E+04 3.43587E+04
 2.53899E+04 1.87542E+04 1.38442E+04 1.02155E+04 7.53326E+03 5.55314E+03
 4.09111E+03 3.01301E+03 2.21784E+03 1.63210E+03 1.20052E+03 8.82936E+02
 6.49149E+02 4.77409E+02 3.49556E+02 2.57173E+02 1.89268E+02 1.39405E+02
 1.02767E+02 7.58573E+01 5.61297E+01 4.15932E+01 3.08986E+01 2.30279E+01
 1.72204E+01 1.29305E+01 9.74889E+00 7.38709E+00 5.62241E+00 4.29966E+00
 3.30261E+00 2.54780E+00 1.97247E+00 1.53369E+00 1.19342E+00 9.32006E-01
 7.27466E-01 5.68583E-01 4.44198E-01 3.46667E-01 2.70037E-01 2.09816E-01
 1.62476E-01 1.25320E-01 9.62086E-02 7.34728E-02 5.57729E-02 4.20608E-02
 3.14911E-02 2.33822E-02 1.72334E-02 1.25568E-02 9.05351E-03 6.45456E-03
 4.54575E-03 3.16008E-03 2.16611E-03 1.46310E-03 9.72990E-04 6.37036E-04
 4.09927E-04 2.60797E-04 1.63239E-04 1.01175E-04 6.23591E-05 3.84757E-05
 2.38955E-05 1.50093E-05 9.51297E-06 6.01912E-06 3.74006E-06 2.22310E-06
 1.21740E-06 5.83398E-07 2.22076E-07 5.40641E-08 4.08680E-09 0.00000E+00
 1.51193E+06 1.13951E+06 8.43592E+05 6.24184E+05 4.61633E+05 3.41201E+05
 2.52070E+05 1.86103E+05 1.37332E+05 1.01276E+05 7.46492E+04 5.49858E+04
 4.04813E+04 2.97825E+04 2.19001E+04 1.60928E+04 1.18194E+04 8.67493E+03
 6.36395E+03 4.66553E+03 3.41892E+03 2.50388E+03 1.83308E+03 1.34129E+03
 9.81194E+02 7.17464E+02 5.24736E+02 3.82024E+02 2.79460E+02 2.04483E+02
 1.49729E+02 1.09724E+02 8.05055E+01 5.92090E+01 4.36062E+01 3.21945E+01
 2.38446E+01 1.77202E+01 1.32227E+01 9.90688E+00 7.45988E+00 5.64240E+00
 4.28807E+00 3.27330E+00 2.50958E+00 1.93092E+00 1.49223E+00 1.15408E+00
 8.95849E-01 6.95037E-01 5.39998E-01 4.19373E-01 3.25370E-01 2.51971E-01
 1.94644E-01 1.49862E-01 1.14930E-01 8.77321E-02 6.66218E-02 5.02895E-02
 3.77148E-02 2.80816E-02 2.07359E-02 1.51998E-02 1.10151E-02 7.89951E-03
 5.60229E-03 3.92537E-03 2.71539E-03 1.85268E-03 1.24610E-03 8.25682E-04
 5.39104E-04 3.46367E-04 2.20378E-04 1.38260E-04 8.61251E-05 5.35172E-05
 3.33836E-05 2.10000E-05 1.33543E-05 8.54686E-06 5.43373E-06 3.37388E-06
 1.99224E-06 1.07827E-06 5.07845E-07 1.88798E-07 4.47666E-08 3.42859E-09
 0.00000E+00 1.85400E+06 1.39303E+06 1.02752E+06 7.57476E+05 5.58113E+05
 4.10945E+05 3.02421E+05 2.22402E+05 1.63464E+05 1.20059E+05 8.81289E+04
 6.46433E+04 4.73884E+04 3.47133E+04 2.54133E+04 1.85908E+04 1.35918E+04
 9.92957E+03 7.24995E+03 5.28956E+03 3.85726E+03 2.81085E+03 2.04739E+03
 1.49038E+03 1.08454E+03 7.88796E+02 5.73776E+02 4.15393E+02 3.02168E+02
 2.19845E+02 1.60049E+02 1.16603E+02 8.50465E+01 6.21763E+01 4.55149E+01
 3.33995E+01 2.45855E+01 1.81585E+01 1.34661E+01 1.00269E+01 7.50357E+00
 5.64040E+00 4.26009E+00 3.23195E+00 2.46268E+00 1.88326E+00 1.44657E+00
 1.11199E+00 8.57990E-01 6.61676E-01 5.11025E-01 3.94533E-01 3.04304E-01
 2.34287E-01 1.79937E-01 1.37742E-01 1.05033E-01 7.97225E-02 6.01981E-02
 4.51863E-02 3.36992E-02 2.49532E-02 1.83245E-02 1.33592E-02 9.62880E-03
 6.86855E-03 4.84573E-03 3.37809E-03 2.32550E-03 1.57950E-03 1.05804E-03
 6.98695E-04 4.55078E-04 2.92040E-04 1.85917E-04 1.16968E-04 7.32587E-05
 4.58968E-05 2.89285E-05 1.84048E-05 1.18217E-05 7.61850E-06 4.85319E-06
 3.00419E-06 1.75928E-06 9.39978E-07 4.34791E-07 1.57840E-07 3.64762E-08
 2.83020E-09 0.00000E+00 2.25718E+06 1.69084E+06 1.24271E+06 9.12776E+05
 6.70053E+05 4.91520E+05 3.60339E+05 2.63972E+05 1.93255E+05 1.41374E+05
 1.03354E+05 7.54994E+04 5.51149E+04 4.02015E+04 2.93037E+04 2.13425E+04
 1.55337E+04 1.12966E+04 8.20979E+03 5.96164E+03 4.32648E+03 3.13739E+03
 2.27387E+03 1.64688E+03 1.19226E+03 8.62587E+02 6.24108E+02 4.49353E+02
 3.25074E+02 2.35192E+02 1.70253E+02 1.23325E+02 8.94264E+01 6.49954E+01
 4.72957E+01 3.44986E+01 2.52412E+01 1.85299E+01 1.36578E+01 1.01076E+01
 7.51772E+00 5.61653E+00 4.21615E+00 3.17914E+00 2.40771E+00 1.83006E+00
 1.39726E+00 1.06760E+00 8.18830E-01 6.27711E-01 4.81927E-01 3.69885E-01
 2.83627E-01 2.17101E-01 1.65775E-01 1.26174E-01 9.56632E-02 7.21998E-02
 5.42107E-02 4.04646E-02 3.00101E-02 2.20991E-02 1.61393E-02 1.17023E-02
 8.38914E-03 5.95259E-03 4.17782E-03 2.89796E-03 1.98552E-03 1.34269E-03
 8.95946E-04 5.89806E-04 3.83354E-04 2.45836E-04 1.56670E-04 9.88943E-05
 6.22976E-05 3.93491E-05 2.50431E-05 1.60906E-05 1.04171E-05 6.74338E-06
 4.29451E-06 2.64530E-06 1.53427E-06 8.08512E-07 3.67090E-07 1.30127E-07
 2.93283E-08 2.30517E-09 0.00000E+00 2.72843E+06 2.03777E+06 1.49236E+06
 1.09221E+06 7.98850E+05 5.83834E+05 4.26408E+05 3.11182E+05 2.26937E+05
 1.65362E+05 1.20409E+05 8.76010E+04 6.36856E+04 4.62588E+04 3.35754E+04
 2.43480E+04 1.76432E+04 1.27733E+04 9.24073E+03 6.67923E+03 4.82440E+03
 3.48171E+03 2.51111E+03 1.80968E+03 1.30350E+03 9.38210E+02 6.75274E+02
 4.83574E+02 3.47943E+02 2.50361E+02 1.80225E+02 1.29814E+02 9.35939E+01
 6.76329E+01 4.89273E+01 3.54786E+01 2.58040E+01 1.88300E+01 1.37957E+01
 1.01483E+01 7.50247E+00 5.57133E+00 4.15697E+00 3.11564E+00 2.34542E+00
 1.77200E+00 1.34486E+00 1.02142E+00 7.78767E-01 5.93462E-01 4.52954E-01
 3.45617E-01 2.63478E-01 2.00512E-01 1.52227E-01 1.15201E-01 8.68469E-02
 6.51757E-02 4.86617E-02 3.61200E-02 2.66395E-02 1.95091E-02 1.41698E-02
 1.02188E-02 7.28642E-03 5.14303E-03 3.59123E-03 2.47888E-03 1.69057E-03
 1.13844E-03 7.56903E-04 4.96875E-04 3.22406E-04 2.06700E-04 1.31937E-04
 8.35974E-05 5.29799E-05 3.37318E-05 2.16598E-05 1.40336E-05 9.13932E-06
 5.93010E-06 3.76839E-06 2.30634E-06 1.32348E-06 6.87362E-07 3.06209E-07
 1.05997E-07 2.33153E-08 1.85623E-09 0.00000E+00 1.04721E+05 1.03388E+05
 7.99098E+04 6.17633E+04 4.77378E+04 3.68974E+04 2.85188E+04 2.20430E+04
 1.70377E+04 1.31692E+04 1.01791E+04 7.86809E+03 6.08187E+03 4.70128E+03
 3.63421E+03 2.80944E+03 2.17197E+03 1.67924E+03 1.29840E+03 1.00402E+03
 7.76479E+02 6.00594E+02 4.64633E+02 3.59530E+02 2.78277E+02 2.15458E+02
 1.66886E+02 1.28858E+02 9.99256E+01 7.75417E+01 6.02201E+01 4.68117E+01
 3.64283E+01 2.84046E+01 2.21667E+01 1.73284E+01 1.35714E+01 1.06500E+01
 8.37429E+00 6.59728E+00 5.20837E+00 4.11809E+00 3.26020E+00 2.58317E+00
 2.04737E+00 1.62228E+00 1.28544E+00 1.01548E+00 8.01554E-01 6.29919E-01
 4.93680E-01 3.85244E-01 2.99130E-01 2.30947E-01 1.77165E-01 1.34938E-01
 1.01963E-01 7.63759E-02 5.66621E-02 4.15947E-02 3.01807E-02 2.16190E-02
 1.52666E-02 1.06284E-02 7.25212E-03 4.84856E-03 3.16644E-03 2.01184E-03
 1.23684E-03 7.30030E-04 4.08753E-04 2.12697E-04 9.86639E-05 3.65229E-05
 6.03976E-06 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.74297E+05
 1.35647E+05 1.04257E+05 8.01260E+04 6.15857E+04 4.73323E+04 3.63807E+04
 2.79612E+04 2.14920E+04 1.65184E+04 1.26968E+04 9.75871E+03 7.50115E+03
 5.76550E+03 4.43187E+03 3.40654E+03 2.61872E+03 2.01301E+03 1.54761E+03
 1.18979E+03 9.14861E+02 7.03485E+02 5.41069E+02 4.16193E+02 3.20235E+02
 2.46452E+02 1.89759E+02 1.45620E+02 1.12241E+02 8.65608E+01 6.68131E+01
 5.16125E+01 3.99151E+01 3.09273E+01 2.39848E+01 1.86307E+01 1.45001E+01
 1.13066E+01 8.83543E+00 6.91699E+00 5.42751E+00 4.26525E+00 3.35679E+00
 2.64418E+00 2.08404E+00 1.64228E+00 1.29459E+00 1.01753E+00 7.99461E-01
 6.25479E-01 4.88222E-01 3.79556E-01 2.93749E-01 2.26138E-01 1.73078E-01
 1.31586E-01 9.93207E-02 7.43637E-02 5.51998E-02 4.05811E-02 2.95289E-02
 2.12429E-02 1.50940E-02 1.05970E-02 7.31419E-03 4.96374E-03 3.30700E-03
 2.15689E-03 1.37382E-03 8.50501E-04 5.09439E-04 2.92288E-04 1.58696E-04
 7.88676E-05 3.40057E-05 9.71494E-06 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 2.28183E+05 1.76805E+05 1.35204E+05 1.03379E+05 7.90522E+04 6.04419E+04
 4.62163E+04 3.53342E+04 2.70165E+04 2.06539E+04 1.57910E+04 1.20714E+04
 9.22874E+03 7.05451E+03 5.39300E+03 4.12228E+03 3.15130E+03 2.40873E+03
 1.84138E+03 1.40752E+03 1.07607E+03 8.22631E+02 6.29017E+02 4.80978E+02
 3.67886E+02 2.81418E+02 2.15382E+02 1.64262E+02 1.25837E+02 9.64434E+01
 7.39797E+01 5.67897E+01 4.36431E+01 3.36015E+01 2.58939E+01 1.99852E+01
 1.54559E+01 1.19751E+01 9.29882E+00 7.23387E+00 5.64106E+00 4.40583E+00
 3.44661E+00 2.69887E+00 2.11500E+00 1.65734E+00 1.29950E+00 1.01606E+00
 7.94408E-01 6.18601E-01 4.80743E-01 3.72204E-01 2.86984E-01 2.20179E-01
 1.68019E-01 1.27415E-01 9.59792E-02 7.17563E-02 5.32255E-02 3.91296E-02
 2.85019E-02 2.05476E-02 1.46517E-02 1.03403E-02 7.19083E-03 4.92992E-03
 3.33065E-03 2.21349E-03 1.44667E-03 9.27692E-04 5.83948E-04 3.59831E-04
 2.17359E-04 1.28114E-04 7.44724E-05 4.22499E-05 2.36466E-05 1.29703E-05
 7.04333E-06 3.70797E-06 1.89805E-06 8.84303E-07 3.57476E-07 8.26274E-08
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 2.96466E+05 2.28790E+05 1.74143E+05 1.32526E+05 1.00858E+05
 7.67425E+04 5.83950E+04 4.44251E+04 3.37984E+04 2.57084E+04 1.95554E+04
 1.48720E+04 1.13107E+04 8.60039E+03 6.53984E+03 4.97197E+03 3.78020E+03
 2.87354E+03 2.18451E+03 1.66042E+03 1.26223E+03 9.59400E+02 7.29353E+02
 5.54431E+02 4.21562E+02 3.20547E+02 2.43858E+02 1.84833E+02 1.40729E+02
 1.07189E+02 8.17106E+01 6.23299E+01 4.75982E+01 3.64138E+01 2.78824E+01
 2.13821E+01 1.64306E+01 1.26487E+01 9.75948E+00 7.54408E+00 5.84619E+00
 4.53775E+00 3.52820E+00 2.74623E+00 2.13960E+00 1.66707E+00 1.29999E+00
 1.01099E+00 7.86449E-01 6.09405E-01 4.71411E-01 3.63384E-01 2.79044E-01
 2.13279E-01 1.62199E-01 1.22623E-01 9.21248E-02 6.87222E-02 5.08902E-02
 3.73718E-02 2.72118E-02 1.96263E-02 1.40148E-02 9.91616E-03 6.92379E-03
 4.77414E-03 3.25131E-03 2.18412E-03 1.44823E-03 9.46571E-04 6.11099E-04
 3.89380E-04 2.45809E-04 1.53642E-04 9.63601E-05 6.03951E-05 3.83581E-05
 2.46694E-05 1.62410E-05 1.08277E-05 7.35864E-06 4.98331E-06 3.36066E-06
 2.19754E-06 1.38178E-06 8.06176E-07 4.22473E-07 1.84107E-07 5.34168E-08
 3.66815E-09 0.00000E+00 3.82337E+05 2.93949E+05 2.22762E+05 1.68775E+05
 1.27868E+05 9.68512E+04 7.33556E+04 5.55451E+04 4.20575E+04 3.18364E+04
 2.40984E+04 1.82362E+04 1.37996E+04 1.04395E+04 7.89737E+03 5.97264E+03
 4.51697E+03 3.41517E+03 2.58216E+03 1.95186E+03 1.47551E+03 1.11518E+03
 8.42939E+02 6.37068E+02 4.81560E+02 3.63997E+02 2.75263E+02 2.07358E+02
 1.56916E+02 1.18780E+02 8.99838E+01 6.82101E+01 5.17593E+01 3.93457E+01
 2.99349E+01 2.28089E+01 1.74145E+01 1.33200E+01 1.02117E+01 7.84333E+00
 6.03980E+00 4.65876E+00 3.60002E+00 2.78518E+00 2.15714E+00 1.67101E+00
 1.29579E+00 1.00221E+00 7.75553E-01 5.97921E-01 4.60298E-01 3.53186E-01
 2.70035E-01 2.05552E-01 1.55730E-01 1.17321E-01 8.78627E-02 6.53595E-02
 4.82852E-02 3.53907E-02 2.57341E-02 1.85465E-02 1.32429E-02 9.37708E-03
 6.55894E-03 4.53583E-03 3.10262E-03 2.09712E-03 1.40221E-03 9.26677E-04
 6.06908E-04 3.93896E-04 2.54461E-04 1.63697E-04 1.06196E-04 6.92487E-05
 4.59123E-05 3.08939E-05 2.12359E-05 1.47503E-05 1.03772E-05 7.24803E-06
 5.00383E-06 3.33851E-06 2.12581E-06 1.24888E-06 6.52493E-07 2.79598E-07
 7.86080E-08 5.53479E-09 0.00000E+00 4.89508E+05 3.75000E+05 2.83001E+05
 2.13509E+05 1.61066E+05 1.21464E+05 9.15897E+04 6.90399E+04 5.20365E+04
 3.92073E+04 2.95378E+04 2.22454E+04 1.67515E+04 1.26101E+04 9.49158E+03
 7.14180E+03 5.37329E+03 4.04133E+03 3.03935E+03 2.28506E+03 1.71794E+03
 1.29121E+03 9.70510E+02 7.29301E+02 5.48095E+02 4.11861E+02 3.09618E+02
 2.31822E+02 1.74365E+02 1.31180E+02 9.87625E+01 7.43971E+01 5.60980E+01
 4.23739E+01 3.20329E+01 2.42510E+01 1.83965E+01 1.39807E+01 1.06494E+01
 8.12726E+00 6.21878E+00 4.76671E+00 3.66060E+00 2.81478E+00 2.16704E+00
 1.66885E+00 1.28675E+00 9.89680E-01 7.61756E-01 5.84225E-01 4.47508E-01
 3.41727E-01 2.60080E-01 1.97114E-01 1.48725E-01 1.11612E-01 8.32890E-02
 6.17549E-02 4.54886E-02 3.32556E-02 2.41299E-02 1.73616E-02 1.23827E-02
 8.76336E-03 6.13084E-03 4.24423E-03 2.90919E-03 1.97290E-03 1.32547E-03
 8.81739E-04 5.82488E-04 3.82274E-04 2.50377E-04 1.63816E-04 1.08324E-04
 7.21759E-05 4.89211E-05 3.36515E-05 2.35824E-05 1.66630E-05 1.18687E-05
 8.37024E-06 5.80611E-06 3.88207E-06 2.46546E-06 1.43921E-06 7.42680E-07
 3.11455E-07 8.49605E-08 6.08112E-09 0.00000E+00 6.22224E+05 4.75035E+05
 3.57054E+05 2.68282E+05 2.01546E+05 1.51351E+05 1.13637E+05 8.52865E+04
 6.39970E+04 4.80022E+04 3.59982E+04 2.69848E+04 2.02244E+04 1.51513E+04
 1.13486E+04 8.49679E+03 6.36051E+03 4.75936E+03 3.56073E+03 2.66292E+03
 1.99128E+03 1.48851E+03 1.11262E+03 8.31399E+02 6.21267E+02 4.64148E+02
 3.46886E+02 2.58166E+02 1.93014E+02 1.44329E+02 1.07994E+02 8.08467E+01
 6.05788E+01 4.54703E+01 3.41549E+01 2.56922E+01 1.93647E+01 1.46220E+01
 1.10664E+01 8.39148E+00 6.38015E+00 4.85960E+00 3.70867E+00 2.83425E+00
 2.16886E+00 1.66036E+00 1.27283E+00 9.73429E-01 7.45152E-01 5.68443E-01
 4.33179E-01 3.29145E-01 2.49309E-01 1.88089E-01 1.41297E-01 1.05599E-01
 7.84938E-02 5.79874E-02 4.25692E-02 3.10260E-02 2.24506E-02 1.61156E-02
 1.14717E-02 8.10674E-03 5.66623E-03 3.92161E-03 2.68945E-03 1.82657E-03
 1.23029E-03 8.21629E-04 5.45720E-04 3.60739E-04 2.38431E-04 1.57770E-04
 1.05656E-04 7.14033E-05 4.90870E-05 3.42335E-05 2.42653E-05 1.73099E-05
 1.24000E-05 8.77492E-06 6.08359E-06 4.05592E-06 2.55854E-06 1.47873E-06
 7.51686E-07 3.08117E-07 8.16209E-08 5.92720E-09 0.00000E+00 7.85270E+05
 5.97518E+05 4.47364E+05 3.34808E+05 2.50510E+05 1.87351E+05 1.40080E+05
