 Parton Distribution Table : CTEQ4F3                               
  Ordr, Nfl, lambda        Qmass 1,  2,  3,         4,  5,  6
    2.    3. 0.3850    0.000    0.000    0.200    1.600    5.000  180.000
   NX,  NT,  NfMx
   90   13    3
QINI, QMAX, (QV(I), I =0, NT)
 1.04687E+05 7.82164E+04 5.84110E+04 4.36087E+04 3.25418E+04 2.42767E+04
 1.81020E+04 1.34941E+04 1.00542E+04 7.48926E+03 5.57592E+03 4.15039E+03
 3.08785E+03 2.29689E+03 1.70778E+03 1.26958E+03 9.43459E+02 7.01052E+02
 5.20773E+02 3.86960E+02 2.86284E+02 2.12765E+02 1.58144E+02 1.17611E+02
 8.75050E+01 6.51597E+01 4.86030E+01 3.62770E+01 2.71151E+01 2.03065E+01
 1.52350E+01 1.14565E+01 8.63179E+00 6.52114E+00 4.93566E+00 3.74317E+00
 2.84298E+00 2.16233E+00 1.64547E+00 1.25407E+00 9.53579E-01 7.25898E-01
 5.50743E-01 4.17479E-01 3.15599E-01 2.37869E-01 1.78606E-01 1.33559E-01
 9.93788E-02 7.35614E-02 5.41287E-02 3.95882E-02 2.87534E-02 2.07398E-02
 1.48449E-02 1.05402E-02 7.43238E-03 5.18593E-03 3.58501E-03 2.45729E-03
 1.66931E-03 1.12565E-03 7.53463E-04 5.02208E-04 3.33655E-04 2.21995E-04
 1.48136E-04 1.00154E-04 6.84113E-05 4.75264E-05 3.34776E-05 2.39163E-05
 1.71645E-05 1.23286E-05 8.72876E-06 6.03342E-06 4.00138E-06 2.50221E-06
 1.42931E-06 7.14743E-07 2.86188E-07 7.36765E-08 5.42422E-09 0.00000E+00
 9.83955E+05 7.46270E+05 5.56602E+05 4.14951E+05 3.09252E+05 2.30358E+05
 1.71534E+05 1.27665E+05 9.49818E+04 7.06278E+04 5.24998E+04 3.90032E+04
 2.89659E+04 2.14996E+04 1.59521E+04 1.18293E+04 8.76901E+03 6.49673E+03
 4.81165E+03 3.56168E+03 2.63566E+03 1.94939E+03 1.44146E+03 1.06538E+03
 7.87286E+02 5.81553E+02 4.29666E+02 3.16020E+02 2.33490E+02 1.72520E+02
 1.27530E+02 9.43089E+01 6.97935E+01 5.17370E+01 3.83738E+01 2.85015E+01
 2.12091E+01 1.58109E+01 1.18137E+01 8.84432E+00 6.63930E+00 4.99343E+00
 3.76328E+00 2.84061E+00 2.14734E+00 1.62425E+00 1.23062E+00 9.30328E-01
 7.04207E-01 5.31333E-01 4.00602E-01 3.01260E-01 2.25911E-01 1.68795E-01
 1.25622E-01 9.30456E-02 6.85701E-02 5.02438E-02 3.65993E-02 2.64819E-02
 1.90335E-02 1.35790E-02 9.61242E-03 6.76007E-03 4.70596E-03 3.24733E-03
 2.22303E-03 1.50934E-03 1.01803E-03 6.82314E-04 4.55892E-04 3.04052E-04
 2.03377E-04 1.36657E-04 9.31291E-05 6.41791E-05 4.49699E-05 3.19279E-05
 2.29425E-05 1.65312E-05 1.18832E-05 8.40230E-06 5.78130E-06 3.80830E-06
 2.35782E-06 1.32960E-06 6.53453E-07 2.55494E-07 6.39668E-08 4.77280E-09
 0.00000E+00 1.22408E+06 9.25442E+05 6.87649E+05 5.10702E+05 3.79141E+05
 2.81311E+05 2.08639E+05 1.54651E+05 1.14584E+05 8.48471E+04 6.28002E+04
 4.64534E+04 3.43465E+04 2.53790E+04 1.87444E+04 1.38355E+04 1.02076E+04
 7.52624E+03 5.54685E+03 4.08547E+03 3.00795E+03 2.21330E+03 1.62803E+03
 1.19687E+03 8.79658E+02 6.46202E+02 4.74759E+02 3.47175E+02 2.55028E+02
 1.87333E+02 1.37659E+02 1.01189E+02 7.44289E+01 5.48353E+01 4.04192E+01
 2.98330E+01 2.20601E+01 1.63415E+01 1.21328E+01 9.02568E+00 6.73262E+00
 5.03179E+00 3.76850E+00 2.82697E+00 2.12397E+00 1.59689E+00 1.20274E+00
 9.03942E-01 6.80338E-01 5.10452E-01 3.82759E-01 2.86313E-01 2.13590E-01
 1.58786E-01 1.17594E-01 8.66867E-02 6.35909E-02 4.63901E-02 3.36487E-02
 2.42488E-02 1.73616E-02 1.23420E-02 8.70741E-03 6.10498E-03 4.23840E-03
 2.91810E-03 1.99419E-03 1.35254E-03 9.12011E-04 6.11710E-04 4.09476E-04
 2.73985E-04 1.84125E-04 1.24490E-04 8.54437E-05 5.93454E-05 4.18912E-05
 2.99363E-05 2.16065E-05 1.56068E-05 1.12124E-05 7.90652E-06 5.40903E-06
 3.53501E-06 2.16485E-06 1.20411E-06 5.81197E-07 2.21850E-07 5.40541E-08
 4.08672E-09 0.00000E+00 1.51188E+06 1.13946E+06 8.43553E+05 6.24149E+05
 4.61601E+05 3.41173E+05 2.52044E+05 1.86080E+05 1.37312E+05 1.01258E+05
 7.46330E+04 5.49713E+04 4.04682E+04 2.97708E+04 2.18896E+04 1.60834E+04
 1.18111E+04 8.66743E+03 6.35723E+03 4.65951E+03 3.41353E+03 2.49905E+03
 1.82875E+03 1.33741E+03 9.77712E+02 7.14339E+02 5.21930E+02 3.79507E+02
 2.77196E+02 2.02445E+02 1.47894E+02 1.08069E+02 7.90123E+01 5.78601E+01
 4.23870E+01 3.10922E+01 2.28478E+01 1.68191E+01 1.24089E+01 9.17308E+00
 6.79957E+00 5.05005E+00 3.75862E+00 2.80217E+00 2.09247E+00 1.56371E+00
 1.17076E+00 8.74748E-01 6.54589E-01 4.88359E-01 3.64171E-01 2.70942E-01
 2.01058E-01 1.48702E-01 1.09574E-01 8.03813E-02 5.86866E-02 4.26168E-02
 3.07752E-02 2.20843E-02 1.57479E-02 1.11521E-02 7.83960E-03 5.47837E-03
 3.79199E-03 2.60412E-03 1.77601E-03 1.20294E-03 8.10678E-04 5.44007E-04
 3.64745E-04 2.44795E-04 1.65239E-04 1.12378E-04 7.76474E-05 5.43173E-05
 3.85924E-05 2.77284E-05 2.00779E-05 1.45197E-05 1.04134E-05 7.31489E-06
 4.97082E-06 3.22005E-06 1.94906E-06 1.06854E-06 5.06256E-07 1.88637E-07
 4.47595E-08 3.42854E-09 0.00000E+00 1.85395E+06 1.39298E+06 1.02748E+06
 7.57438E+05 5.58079E+05 4.10915E+05 3.02394E+05 2.22377E+05 1.63442E+05
 1.20040E+05 8.81115E+04 6.46277E+04 4.73744E+04 3.47008E+04 2.54022E+04
 1.85808E+04 1.35829E+04 9.92157E+03 7.24279E+03 5.28315E+03 3.85152E+03
 2.80571E+03 2.04279E+03 1.48626E+03 1.08085E+03 7.85489E+02 5.70810E+02
 4.12737E+02 2.99784E+02 2.17703E+02 1.58125E+02 1.14872E+02 8.34894E+01
 6.07742E+01 4.42522E+01 3.22623E+01 2.35616E+01 1.72373E+01 1.26382E+01
 9.28441E+00 6.83919E+00 5.04790E+00 3.73374E+00 2.76652E+00 2.05325E+00
 1.52514E+00 1.13511E+00 8.43117E-01 6.27283E-01 4.65327E-01 3.45065E-01
 2.55330E-01 1.88461E-01 1.38659E-01 1.01652E-01 7.41996E-02 5.39111E-02
 3.89654E-02 2.80102E-02 2.00122E-02 1.42103E-02 1.00233E-02 7.01940E-03
 4.88813E-03 3.37271E-03 2.30991E-03 1.57192E-03 1.06314E-03 7.15991E-04
 4.80674E-04 3.22799E-04 2.17301E-04 1.47330E-04 1.00774E-04 7.00765E-05
 4.93457E-05 3.52619E-05 2.54472E-05 1.84661E-05 1.33544E-05 9.55130E-06
 6.67680E-06 4.50310E-06 2.88916E-06 1.72738E-06 9.32883E-07 4.33647E-07
 1.57725E-07 3.64712E-08 2.83016E-09 0.00000E+00 2.25713E+06 1.69079E+06
 1.24266E+06 9.12736E+05 6.70017E+05 4.91487E+05 3.60310E+05 2.63946E+05
 1.93232E+05 1.41354E+05 1.03336E+05 7.54827E+04 5.51000E+04 4.01882E+04
 2.92918E+04 2.13318E+04 1.55242E+04 1.12880E+04 8.20217E+03 5.95483E+03
 4.32038E+03 3.13194E+03 2.26900E+03 1.64252E+03 1.18836E+03 8.59094E+02
 6.20981E+02 4.46557E+02 3.22569E+02 2.32947E+02 1.68240E+02 1.21520E+02
 8.78068E+01 6.35418E+01 4.59913E+01 3.33285E+01 2.41922E+01 1.75905E+01
 1.28178E+01 9.35831E+00 6.85103E+00 5.02546E+00 3.69425E+00 2.72053E+00
 2.00685E+00 1.48170E+00 1.09624E+00 8.09451E-01 5.98757E-01 4.41632E-01
 3.25661E-01 2.39651E-01 1.75936E-01 1.28761E-01 9.39078E-02 6.82012E-02
 4.93089E-02 3.54686E-02 2.53780E-02 1.80504E-02 1.27620E-02 8.96482E-03
 6.25372E-03 4.33931E-03 2.98427E-03 2.03819E-03 1.38392E-03 9.34604E-04
 6.29045E-04 4.22526E-04 2.84244E-04 1.91956E-04 1.30735E-04 8.99317E-05
 6.29226E-05 4.45775E-05 3.20133E-05 2.31821E-05 1.68416E-05 1.21668E-05
 8.66979E-06 6.02586E-06 4.03061E-06 2.55957E-06 1.51079E-06 8.03354E-07
 3.66269E-07 1.30046E-07 2.93247E-08 2.30514E-09 0.00000E+00 2.72837E+06
 2.03772E+06 1.49231E+06 1.09217E+06 7.98812E+05 5.83799E+05 4.26377E+05
 3.11155E+05 2.26912E+05 1.65340E+05 1.20389E+05 8.75832E+04 6.36697E+04
 4.62446E+04 3.35627E+04 2.43366E+04 1.76331E+04 1.27642E+04 9.23264E+03
 6.67200E+03 4.81794E+03 3.47593E+03 2.50595E+03 1.80507E+03 1.29938E+03
 9.34527E+02 6.71982E+02 4.80636E+02 3.45316E+02 2.48012E+02 1.78124E+02
 1.27936E+02 9.19133E+01 6.61295E+01 4.75832E+01 3.42778E+01 2.47321E+01
 1.78746E+01 1.29458E+01 9.39412E+00 6.83520E+00 4.98321E+00 3.64083E+00
 2.66491E+00 1.95394E+00 1.43399E+00 1.05466E+00 7.74170E-01 5.69351E-01
 4.17542E-01 3.06169E-01 2.24066E-01 1.63603E-01 1.19099E-01 8.64083E-02
 6.24349E-02 4.49151E-02 3.21516E-02 2.28961E-02 1.62110E-02 1.14113E-02
 7.98265E-03 5.54656E-03 3.83465E-03 2.62853E-03 1.79024E-03 1.21292E-03
 8.17984E-04 5.50300E-04 3.69901E-04 2.49333E-04 1.68952E-04 1.15603E-04
 7.99705E-05 5.62821E-05 4.00921E-05 2.89123E-05 2.09878E-05 1.52497E-05
 1.09943E-05 7.79868E-06 5.38510E-06 3.57008E-06 2.24266E-06 1.30624E-06
 6.83624E-07 3.05622E-07 1.05940E-07 2.33128E-08 1.85620E-09 0.00000E+00
 2.12362E+06 1.63543E+06 1.24193E+06 9.43109E+05 7.16194E+05 5.43879E+05
 4.13027E+05 3.13660E+05 2.38202E+05 1.80900E+05 1.37385E+05 1.04341E+05
 7.92467E+04 6.01901E+04 4.57182E+04 3.47279E+04 2.63815E+04 2.00428E+04
 1.52288E+04 1.15726E+04 8.79563E+03 6.68641E+03 5.08426E+03 3.86721E+03
 2.94262E+03 2.24014E+03 1.70634E+03 1.29566E+03 9.88606E+02 7.55115E+02
 5.77515E+02 4.42376E+02 3.39501E+02 2.61348E+02 2.01611E+02 1.56053E+02
 1.21265E+02 9.46582E+01 7.42662E+01 5.85910E+01 4.65207E+01 3.71748E+01
 2.99088E+01 2.42297E+01 1.97646E+01 1.62310E+01 1.34244E+01 1.11565E+01
 9.33237E+00 7.83566E+00 6.61058E+00 5.59633E+00 4.75077E+00 4.04122E+00
 3.44228E+00 2.93406E+00 2.50089E+00 2.13035E+00 1.81247E+00 1.53919E+00
 1.30396E+00 1.10135E+00 9.26872E-01 7.77382E-01 6.48158E-01 5.37446E-01
 4.42881E-01 3.62415E-01 2.94260E-01 2.36844E-01 1.88781E-01 1.48837E-01
 1.15900E-01 8.89762E-02 6.74015E-02 5.00732E-02 3.64605E-02 2.59401E-02
 1.79634E-02 1.20500E-02 7.78199E-03 4.80359E-03 2.79365E-03 1.51445E-03
 7.46627E-04 3.23326E-04 1.16036E-04 3.09430E-05 4.79872E-06 1.97648E-07
 0.00000E+00 3.18890E+06 2.45280E+06 1.85968E+06 1.40955E+06 1.06843E+06
 8.09605E+05 6.13505E+05 4.64750E+05 3.52072E+05 2.66622E+05 2.01914E+05
 1.52856E+05 1.15718E+05 8.75710E+04 6.62703E+04 5.01322E+04 3.79240E+04
 2.86781E+04 2.16866E+04 1.63938E+04 1.23932E+04 9.36585E+03 7.07870E+03
 5.34878E+03 4.04238E+03 3.05457E+03 2.30898E+03 1.73879E+03 1.31550E+03
 9.95680E+02 7.54369E+02 5.72077E+02 4.34524E+02 3.30851E+02 2.52369E+02
 1.93037E+02 1.48196E+02 1.14223E+02 8.84691E+01 6.88703E+01 5.39490E+01
 4.25167E+01 3.37324E+01 2.69414E+01 2.16661E+01 1.75379E+01 1.42994E+01
 1.17130E+01 9.65896E+00 7.99442E+00 6.64968E+00 5.55072E+00 4.64684E+00
 3.89854E+00 3.27562E+00 2.75442E+00 2.31646E+00 1.94717E+00 1.63489E+00
 1.37033E+00 1.14587E+00 9.55422E-01 7.93707E-01 6.57192E-01 5.40880E-01
 4.42710E-01 3.60068E-01 2.90797E-01 2.32982E-01 1.85011E-01 1.45448E-01
 1.13078E-01 8.68067E-02 6.56661E-02 4.89963E-02 3.58330E-02 2.56663E-02
 1.79513E-02 1.22080E-02 8.03522E-03 5.08325E-03 3.07007E-03 1.74279E-03
 9.20331E-04 4.40423E-04 1.84501E-04 6.36696E-05 1.62427E-05 2.42060E-06
 1.01506E-07 0.00000E+00 4.63645E+06 3.55807E+06 2.69034E+06 2.03327E+06
 1.53663E+06 1.16073E+06 8.76740E+05 6.61893E+05 4.99658E+05 3.76984E+05
 2.84401E+05 2.14434E+05 1.61660E+05 1.21802E+05 9.17586E+04 6.90830E+04
 5.20029E+04 3.91211E+04 2.94255E+04 2.21187E+04 1.66238E+04 1.24862E+04
 9.37732E+03 7.03853E+03 5.28281E+03 3.96289E+03 2.97318E+03 2.22121E+03
 1.66683E+03 1.25089E+03 9.39409E+02 7.05881E+02 5.31083E+02 4.00402E+02
 3.02327E+02 2.28824E+02 1.73779E+02 1.32455E+02 1.01429E+02 7.80417E+01
 6.04118E+01 4.70369E+01 3.68641E+01 2.90789E+01 2.30941E+01 1.84587E+01
 1.48612E+01 1.20184E+01 9.78560E+00 7.99626E+00 6.56709E+00 5.41263E+00
 4.47427E+00 3.70679E+00 3.07568E+00 2.55423E+00 2.12157E+00 1.76143E+00
 1.46081E+00 1.20947E+00 9.99032E-01 8.22876E-01 6.75242E-01 5.52294E-01
 4.48946E-01 3.62914E-01 2.91476E-01 2.32430E-01 1.83832E-01 1.44083E-01
 1.11766E-01 8.57141E-02 6.48885E-02 4.83816E-02 3.55676E-02 2.56128E-02
 1.80512E-02 1.24134E-02 8.29192E-03 5.35534E-03 3.31916E-03 1.96130E-03
 1.08674E-03 5.58907E-04 2.59567E-04 1.05132E-04 3.48678E-05 8.50410E-06
 1.21611E-06 5.14022E-08 0.00000E+00 6.55306E+06 5.01470E+06 3.77912E+06
 2.84632E+06 2.14347E+06 1.61320E+06 1.21391E+06 9.12871E+05 6.86350E+05
 5.15692E+05 3.87378E+05 2.90786E+05 2.18220E+05 1.63642E+05 1.22678E+05
 9.18967E+04 6.88165E+04 5.14915E+04 3.85150E+04 2.87849E+04 2.15054E+04
 1.60535E+04 1.19799E+04 8.93290E+03 6.65903E+03 4.95995E+03 3.69416E+03
 2.73877E+03 2.03922E+03 1.51803E+03 1.13054E+03 8.42212E+02 6.28035E+02
 4.69184E+02 3.50930E+02 2.63045E+02 1.97788E+02 1.49225E+02 1.13085E+02
 8.60898E+01 6.59244E+01 5.07674E+01 3.93461E+01 3.06882E+01 2.40956E+01
 1.90385E+01 1.51519E+01 1.21109E+01 9.74639E+00 7.87101E+00 6.38866E+00
 5.20403E+00 4.25153E+00 3.48113E+00 2.85473E+00 2.34313E+00 1.92358E+00
 1.57850E+00 1.29388E+00 1.05883E+00 8.64439E-01 7.03744E-01 5.70723E-01
 4.61346E-01 3.70570E-01 2.95980E-01 2.34847E-01 1.84984E-01 1.44491E-01
 1.11818E-01 8.56185E-02 6.47967E-02 4.83916E-02 3.55770E-02 2.57790E-02
 1.82858E-02 1.26857E-02 8.58084E-03 5.63271E-03 3.57126E-03 2.16976E-03
 1.25510E-03 6.79309E-04 3.40515E-04 1.53643E-04 6.02442E-05 1.92427E-05
 4.50054E-06 6.19061E-07 2.58883E-08 0.00000E+00 9.03904E+06 6.89549E+06
 5.17744E+06 3.88488E+06 2.91428E+06 2.18467E+06 1.63725E+06 1.22611E+06
 9.17920E+05 6.86665E+05 5.13484E+05 3.83668E+05 2.86555E+05 2.13840E+05
 1.59505E+05 1.18869E+05 8.85427E+04 6.58913E+04 4.90095E+04 3.64174E+04
 2.70463E+04 2.00667E+04 1.48806E+04 1.10242E+04 8.16315E+03 6.03845E+03
 4.46564E+03 3.28629E+03 2.42853E+03 1.79390E+03 1.32537E+03 9.79291E+02
 7.24105E+02 5.36299E+02 3.97570E+02 2.95300E+02 2.19974E+02 1.64389E+02
 1.23368E+02 9.29905E+01 7.04932E+01 5.37327E+01 4.12133E+01 3.18083E+01
 2.47107E+01 1.93158E+01 1.52075E+01 1.20231E+01 9.57044E+00 7.64400E+00
 6.13616E+00 4.94328E+00 3.99388E+00 3.23401E+00 2.62270E+00 2.12884E+00
 1.72826E+00 1.40247E+00 1.13680E+00 9.19919E-01 7.42640E-01 5.97815E-01
 4.79340E-01 3.83093E-01 3.04184E-01 2.40143E-01 1.88309E-01 1.46566E-01
 1.13100E-01 8.64500E-02 6.53626E-02 4.88318E-02 3.59887E-02 2.60976E-02
 1.86456E-02 1.30325E-02 8.90331E-03 5.92615E-03 3.82456E-03 2.38156E-03
 1.41924E-03 8.04141E-04 4.25468E-04 2.08051E-04 9.13122E-05 3.47117E-05
 1.07019E-05 2.40734E-06 3.19098E-07 1.28586E-08 0.00000E+00 1.22054E+07
 9.28041E+06 6.94124E+06 5.18789E+06 3.87605E+06 2.89373E+06 2.15950E+06
 1.61028E+06 1.20021E+06 8.93804E+05 6.65296E+05 4.94763E+05 3.67744E+05
 2.73074E+05 2.02656E+05 1.50246E+05 1.11320E+05 8.23913E+04 6.09398E+04
 4.50238E+04 3.32416E+04 2.45150E+04 1.80668E+04 1.32998E+04 9.78390E+03
 7.18879E+03 5.27980E+03 3.85764E+03 2.83004E+03 2.07494E+03 1.52127E+03
 1.11523E+03 8.17965E+02 6.00832E+02 4.41637E+02 3.25195E+02 2.40098E+02
 1.77810E+02 1.32212E+02 9.87242E+01 7.41274E+01 5.59578E+01 4.24993E+01
 3.24761E+01 2.49766E+01 1.93259E+01 1.50606E+01 1.17839E+01 9.28314E+00
 7.33706E+00 5.82808E+00 4.64576E+00 3.71388E+00 2.97548E+00 2.38743E+00
 1.91727E+00 1.53990E+00 1.23626E+00 9.91325E-01 7.93576E-01 6.33727E-01
 5.04611E-01 4.00179E-01 3.16319E-01 2.48366E-01 1.93870E-01 1.50292E-01
 1.15625E-01 8.81755E-02 6.65914E-02 4.97324E-02 3.66900E-02 2.66934E-02
 1.91000E-02 1.34601E-02 9.27418E-03 6.24181E-03 4.09014E-03 2.59653E-03
 1.58889E-03 9.29359E-04 5.16170E-04 2.67224E-04 1.27610E-04 5.45564E-05
 2.01425E-05 6.00970E-06 1.30433E-06 1.66851E-07 6.23477E-09 0.00000E+00
 1.61721E+07 1.22551E+07 9.12984E+06 6.79620E+06 5.05673E+06 3.75939E+06
 2.79349E+06 2.07395E+06 1.53890E+06 1.14083E+06 8.45221E+05 6.25596E+05
 4.62734E+05 3.41914E+05 2.52460E+05 1.86205E+05 1.37232E+05 1.01023E+05
 7.43068E+04 5.45899E+04 4.00707E+04 2.93764E+04 2.15179E+04 1.57419E+04
 1.15065E+04 8.39909E+03 6.12735E+03 4.44572E+03 3.23846E+03 2.35728E+03
 1.71545E+03 1.24806E+03 9.08266E+02 6.61875E+02 4.82540E+02 3.52362E+02
 2.57945E+02 1.89375E+02 1.39568E+02 1.03283E+02 7.68438E+01 5.74727E+01
 4.32406E+01 3.27295E+01 2.49299E+01 1.91028E+01 1.47416E+01 1.14201E+01
 8.90740E+00 6.96951E+00 5.48044E+00 4.32453E+00 3.42200E+00 2.71372E+00
 2.15513E+00 1.71297E+00 1.36164E+00 1.08186E+00 8.58526E-01 6.80115E-01
 5.37441E-01 4.23444E-01 3.32246E-01 2.59826E-01 2.01803E-01 1.55802E-01
 1.19444E-01 9.08609E-02 6.84998E-02 5.11306E-02 3.77326E-02 2.74992E-02
 1.97578E-02 1.39552E-02 9.70475E-03 6.59466E-03 4.37485E-03 2.82387E-03
 1.76450E-03 1.06182E-03 6.10104E-04 3.32477E-04 1.68617E-04 7.87455E-05
 3.28528E-05 1.18070E-05 3.41964E-06 7.18696E-07 8.88375E-08 2.90636E-09
 0.00000E+00 2.10655E+07 1.59091E+07 1.18044E+07 8.75139E+06 6.48440E+06
 4.80046E+06 3.55168E+06 2.62532E+06 1.93930E+06 1.43113E+06 1.05537E+06
 7.77452E+05 5.72278E+05 4.20781E+05 3.09131E+05 2.26837E+05 1.66302E+05
 1.21770E+05 8.90778E+04 6.50773E+04 4.74962E+04 3.46177E+04 2.52058E+04
 1.83275E+04 1.33126E+04 9.65526E+03 6.99764E+03 5.04269E+03 3.64809E+03
 2.63682E+03 1.90507E+03 1.37584E+03 9.93691E+02 7.18568E+02 5.19740E+02
 3.76478E+02 2.73334E+02 1.98997E+02 1.45410E+02 1.06676E+02 7.86705E+01
 5.83150E+01 4.34776E+01 3.26082E+01 2.46078E+01 1.86798E+01 1.42796E+01
 1.09566E+01 8.46420E+00 6.55866E+00 5.10731E+00 3.99080E+00 3.12696E+00
 2.45535E+00 1.93067E+00 1.51935E+00 1.19570E+00 9.40522E-01 7.38870E-01
 5.79426E-01 4.53236E-01 3.53463E-01 2.74486E-01 2.12441E-01 1.63272E-01
 1.24719E-01 9.45905E-02 7.11728E-02 5.30647E-02 3.91642E-02 2.85706E-02
 2.05782E-02 1.46078E-02 1.01899E-02 6.99647E-03 4.69159E-03 3.06978E-03
 1.95321E-03 1.20225E-03 7.12117E-04 4.02372E-04 2.15409E-04 1.07179E-04
 4.90369E-05 2.00092E-05 7.01952E-06 1.98075E-06 4.04766E-07 4.84109E-08
 1.26643E-09 0.00000E+00 2.70156E+07 2.03334E+07 1.50264E+07 1.10946E+07
 8.18635E+06 6.03485E+06 4.44572E+06 3.27182E+06 2.40608E+06 1.76757E+06
 1.29745E+06 9.51301E+05 6.96890E+05 5.09911E+05 3.72747E+05 2.72135E+05
 1.98480E+05 1.44566E+05 1.05184E+05 7.64231E+04 5.54638E+04 4.01938E+04
 2.90945E+04 2.10287E+04 1.51811E+04 1.09414E+04 7.87902E+03 5.64016E+03
 4.05298E+03 2.90944E+03 2.08728E+03 1.49665E+03 1.07301E+03 7.70133E+02
 5.52768E+02 3.97277E+02 2.86136E+02 2.06629E+02 1.49740E+02 1.08931E+02
 7.96490E+01 5.85307E+01 4.32562E+01 3.21549E+01 2.40483E+01 1.80897E+01
 1.37026E+01 1.04167E+01 7.97264E+00 6.11989E+00 4.72085E+00 3.65401E+00
 2.83590E+00 2.20560E+00 1.71770E+00 1.33877E+00 1.04344E+00 8.12816E-01
 6.32345E-01 4.91055E-01 3.80349E-01 2.93700E-01 2.25811E-01 1.73028E-01
 1.31636E-01 9.95273E-02 7.47050E-02 5.56225E-02 4.10308E-02 2.99560E-02
 2.16132E-02 1.53926E-02 1.08016E-02 7.44595E-03 5.05093E-03 3.34467E-03
 2.16022E-03 1.35607E-03 8.23056E-04 4.80394E-04 2.67279E-04 1.40778E-04
 6.88450E-05 3.09248E-05 1.23744E-05 4.25123E-06 1.17348E-06 2.34195E-07
 2.71440E-08 4.82942E-10 0.00000E+00 3.41520E+07 2.56176E+07 1.88553E+07
 1.38649E+07 1.01880E+07 7.47891E+06 5.48591E+06 4.01983E+06 2.94307E+06
 2.15236E+06 1.57265E+06 1.14773E+06 8.36799E+05 6.09336E+05 4.43237E+05
 3.21984E+05 2.33638E+05 1.69292E+05 1.22521E+05 8.85396E+04 6.39028E+04
 4.60494E+04 3.31414E+04 2.38133E+04 1.70882E+04 1.22402E+04 8.75912E+03
 6.22948E+03 4.44713E+03 3.17106E+03 2.25939E+03 1.60874E+03 1.14511E+03
 8.15905E+02 5.81248E+02 4.14571E+02 2.96273E+02 2.12262E+02 1.52585E+02
 1.10095E+02 7.98333E+01 5.81737E+01 4.26262E+01 3.14140E+01 2.32896E+01
 1.73649E+01 1.30373E+01 9.82198E+00 7.44995E+00 5.66670E+00 4.33144E+00
 3.32193E+00 2.55448E+00 1.96841E+00 1.51879E+00 1.17276E+00 9.05531E-01
 6.98803E-01 5.38552E-01 4.14286E-01 3.17857E-01 2.43118E-01 1.85134E-01
 1.40501E-01 1.05854E-01 7.92507E-02 5.88979E-02 4.34149E-02 3.17018E-02
 2.29075E-02 1.63555E-02 1.15245E-02 7.99983E-03 5.45335E-03 3.65754E-03
 2.39375E-03 1.52752E-03 9.47029E-04 5.67439E-04 3.26794E-04 1.79306E-04
 9.30801E-05 4.48310E-05 1.98191E-05 7.79951E-06 2.63304E-06 7.13893E-07
 1.39746E-07 1.57256E-08 1.26782E-10 0.00000E+00 4.26000E+07 3.18474E+07
 2.33469E+07 1.70983E+07 1.25122E+07 9.14673E+06 6.68078E+06 4.87431E+06
 3.55303E+06 2.58689E+06 1.88159E+06 1.36689E+06 9.91921E+05 7.18861E+05
 5.20371E+05 3.76156E+05 2.71575E+05 1.95776E+05 1.40950E+05 1.01316E+05
 7.27280E+04 5.21198E+04 3.72985E+04 2.66462E+04 1.90086E+04 1.35338E+04
 9.62534E+03 6.80203E+03 4.82475E+03 3.41783E+03 2.41891E+03 1.71057E+03
 1.20908E+03 8.55358E+02 6.04913E+02 4.28249E+02 3.03730E+02 2.15929E+02
 1.54005E+02 1.10236E+02 7.92894E+01 5.73047E+01 4.16411E+01 3.04308E+01
 2.23696E+01 1.65361E+01 1.23084E+01 9.19197E+00 6.91131E+00 5.21064E+00
 3.94767E+00 3.00078E+00 2.28700E+00 1.74658E+00 1.33558E+00 1.02205E+00
 7.82081E-01 5.98107E-01 4.56792E-01 3.48217E-01 2.64746E-01 2.00655E-01
 1.51402E-01 1.13851E-01 8.49820E-02 6.30318E-02 4.64050E-02 3.38824E-02
 2.45047E-02 1.75357E-02 1.23977E-02 8.64900E-03 5.94326E-03 4.00968E-03
 2.66127E-03 1.72307E-03 1.08751E-03 6.66670E-04 3.94857E-04 2.24707E-04
 1.21790E-04 6.24277E-05 2.96772E-05 1.29440E-05 5.02411E-06 1.67209E-06
 4.46923E-07 8.61307E-08 9.43083E-09 0.00000E+00 0.00000E+00 5.24771E+07
 3.91015E+07 2.85511E+07 2.08258E+07 1.51777E+07 1.10495E+07 8.03662E+06
 5.83859E+06 4.23748E+06 3.07169E+06 2.22422E+06 1.60847E+06 1.16184E+06
 8.38059E+05 6.03758E+05 4.34318E+05 3.12014E+05 2.23799E+05 1.60298E+05
 1.14623E+05 8.18417E+04 5.83331E+04 4.15137E+04 2.94902E+04 2.09158E+04
 1.48038E+04 1.04653E+04 7.34954E+03 5.18037E+03 3.64626E+03 2.56367E+03
 1.80084E+03 1.26417E+03 8.88119E+02 6.23607E+02 4.38282E+02 3.08546E+02
 2.17704E+02 1.54082E+02 1.09434E+02 7.80926E+01 5.59892E+01 4.03562E+01
 2.92509E+01 2.13248E+01 1.56325E+01 1.15385E+01 8.54399E+00 6.36975E+00
 4.76129E+00 3.57639E+00 2.69525E+00 2.03649E+00 1.54189E+00 1.16890E+00
 8.86786E-01 6.72721E-01 5.10032E-01 3.86164E-01 2.91832E-01 2.19959E-01
