      1.00  0.013000   0.305317   0.033241   0.003313   0.000152   0.000000   0.000000
      1.41  0.013000   0.329316   0.062892   0.005641   0.000353   0.000000   0.000000
      2.00  0.013000   0.356984   0.079393   0.009591   0.000698   0.000001   0.000000
      2.83  0.013000   0.387515   0.088194   0.016023   0.001322   0.000004   0.000000
      4.00  0.013000   0.419420   0.093567   0.024364   0.002498   0.000015   0.000000
      5.66  0.013000   0.452854   0.097155   0.034889   0.004400   0.000046   0.000001
      8.00  0.013000   0.487133   0.099981   0.047190   0.007144   0.000115   0.000004
     11.31  0.013000   0.521963   0.102533   0.060933   0.010647   0.000256   0.000011
     16.00  0.013000   0.556928   0.104956   0.075585   0.014658   0.000528   0.000031
     22.63  0.013000   0.591447   0.107062   0.090586   0.018785   0.001025   0.000074
     32.00  0.013000   0.625296   0.108902   0.105494   0.022713   0.001849   0.000158
     45.25  0.013000   0.658030   0.110245   0.119896   0.026157   0.002977   0.000316
     64.00  0.013000   0.689614   0.111000   0.133552   0.028971   0.004577   0.000586
     90.51  0.013000   0.719941   0.111236   0.146340   0.031128   0.006616   0.001007
    128.00  0.013000   0.748983   0.111033   0.158236   0.032673   0.009038   0.001585
    181.02  0.013000   0.776705   0.110458   0.169265   0.033683   0.011745   0.002291
    256.00  0.013000   0.803090   0.109557   0.179489   0.034247   0.014615   0.003063
    362.04  0.013000   0.828139   0.108352   0.188982   0.034449   0.017531   0.003830
    512.00  0.013000   0.851889   0.106877   0.197834   0.034371   0.020403   0.004532
    724.08  0.013000   0.874374   0.105164   0.206108   0.034079   0.023162   0.005130
   1024.00  0.013000   0.895655   0.103256   0.213867   0.033629   0.025772   0.005609
   1448.15  0.013000   0.915794   0.101200   0.221170   0.033067   0.028219   0.005969
   2048.00  0.013000   0.934891   0.099043   0.228068   0.032431   0.030502   0.006222
   2896.31  0.013000   0.952997   0.096822   0.234592   0.031746   0.032629   0.006384
