    400.00  0.005120   1.196131   0.173183   0.309376   0.057728   0.033664   0.007146
    400.00  0.007241   1.046342   0.145631   0.258913   0.047766   0.027119   0.005818
    400.00  0.010240   0.914412   0.121216   0.213402   0.038912   0.021414   0.004652
    400.00  0.014481   0.799229   0.099657   0.172383   0.031069   0.016485   0.003633
    400.00  0.020480   0.699732   0.080714   0.135584   0.024161   0.012287   0.002751
    400.00  0.028963   0.614866   0.064210   0.103029   0.018146   0.008791   0.002000
    400.00  0.040960   0.543071   0.050031   0.074927   0.013020   0.005970   0.001379
    400.00  0.057926   0.482504   0.038113   0.051509   0.008804   0.003794   0.000889
    400.00  0.081920   0.429811   0.028359   0.032977   0.005518   0.002218   0.000525
    400.00  0.115852   0.381207   0.020551   0.019298   0.003138   0.001164   0.000277
    400.00  0.163840   0.330808   0.014291   0.010106   0.001568   0.000530   0.000125
    400.00  0.231705   0.270190   0.009103   0.004584   0.000651   0.000195   0.000044
