      1.00  0.002500   0.351874  -0.046939   0.011734   0.000452   0.000003   0.000000
      1.41  0.002500   0.391673  -0.000074   0.016871   0.000938   0.000020   0.000000
      2.00  0.002500   0.438867   0.037858   0.025452   0.001682   0.000057   0.000001
      2.83  0.002500   0.497544   0.066116   0.043242   0.002897   0.000134   0.000002
      4.00  0.002500   0.559628   0.089769   0.063099   0.005200   0.000277   0.000005
      5.66  0.002500   0.625893   0.110323   0.086063   0.008951   0.000530   0.000012
      8.00  0.002500   0.695544   0.128823   0.111959   0.014378   0.000952   0.000029
     11.31  0.002500   0.768414   0.146061   0.140648   0.021442   0.001636   0.000064
     16.00  0.002500   0.843919   0.162282   0.171660   0.029803   0.002707   0.000147
     22.63  0.002500   0.921223   0.177296   0.204177   0.038817   0.004393   0.000298
     32.00  0.002500   1.000338   0.190698   0.237487   0.047811   0.007483   0.000549
     45.25  0.002500   1.079411   0.202770   0.270805   0.056258   0.011158   0.000999
     64.00  0.002500   1.158457   0.213326   0.303645   0.063772   0.015932   0.001744
     90.51  0.002500   1.236883   0.222441   0.335620   0.070184   0.021681   0.002874
    128.00  0.002500   1.314387   0.230233   0.366542   0.075473   0.028302   0.004405
    181.02  0.002500   1.390681   0.236808   0.396341   0.079703   0.035609   0.006272
    256.00  0.002500   1.465502   0.242223   0.425028   0.082983   0.043344   0.008337
    362.04  0.002500   1.538702   0.246492   0.452661   0.085432   0.051276   0.010434
    512.00  0.002500   1.610113   0.249684   0.479298   0.087185   0.059202   0.012414
    724.08  0.002500   1.679654   0.251861   0.505020   0.088358   0.066972   0.014176
   1024.00  0.002500   1.747320   0.253124   0.529908   0.089058   0.074496   0.015672
   1448.15  0.002500   1.813198   0.253597   0.554037   0.089381   0.081728   0.016892
   2048.00  0.002500   1.877345   0.253401   0.577468   0.089406   0.088658   0.017851
   2896.31  0.002500   1.939805   0.252643   0.600240   0.089194   0.095290   0.018578
