      1.00  0.032000   0.287462   0.061164   0.001623   0.000033   0.000000   0.000000
      1.41  0.032000   0.314830   0.078342   0.003021   0.000107   0.000000   0.000000
      2.00  0.032000   0.339074   0.084427   0.005437   0.000271   0.000000   0.000000
      2.83  0.032000   0.362274   0.084150   0.008371   0.000635   0.000000   0.000000
      4.00  0.032000   0.384052   0.082241   0.012029   0.001246   0.000000   0.000000
      5.66  0.032000   0.404849   0.079735   0.016869   0.002206   0.000002   0.000000
      8.00  0.032000   0.424823   0.077330   0.022909   0.003612   0.000014   0.000000
     11.31  0.032000   0.444031   0.075278   0.029804   0.005430   0.000048   0.000001
     16.00  0.032000   0.462692   0.073603   0.037408   0.007523   0.000138   0.000006
     22.63  0.032000   0.480422   0.072202   0.045209   0.009664   0.000338   0.000020
     32.00  0.032000   0.497691   0.071062   0.053005   0.011687   0.000647   0.000054
     45.25  0.032000   0.514151   0.069850   0.060476   0.013408   0.001073   0.000119
     64.00  0.032000   0.529493   0.068501   0.067421   0.014754   0.001706   0.000232
     90.51  0.032000   0.543649   0.067026   0.073746   0.015718   0.002568   0.000416
    128.00  0.032000   0.556683   0.065456   0.079448   0.016334   0.003628   0.000676
    181.02  0.032000   0.568703   0.063818   0.084573   0.016654   0.004847   0.000999
    256.00  0.032000   0.579811   0.062131   0.089189   0.016737   0.006168   0.001356
    362.04  0.032000   0.590058   0.060400   0.093353   0.016636   0.007523   0.001711
    512.00  0.032000   0.599554   0.058637   0.097141   0.016398   0.008855   0.002032
    724.08  0.032000   0.608337   0.056849   0.100603   0.016064   0.010121   0.002300
   1024.00  0.032000   0.616454   0.055053   0.103779   0.015664   0.011298   0.002508
   1448.15  0.032000   0.623955   0.053266   0.106700   0.015223   0.012379   0.002657
   2048.00  0.032000   0.630927   0.051503   0.109403   0.014760   0.013367   0.002753
   2896.31  0.032000   0.637393   0.049778   0.111909   0.014288   0.014269   0.002805
