    1    1    124      9     29     86
    1    2    176     21     50    105
    1    3    275     37     48    190
    1    4    321     68     55    198
    1    5    480     88     94    298
    1    6    591    153    126    312
    1    7    635    198    129    308
    1    8    738    218    137    383
    1    9    817    243    183    391
    1   10    891    240    190    461
    1   11    873    310    185    378
    1   12    959    302    218    439
    1   13    978    294    224    460
    1   14   1046    342    212    492
    1   15    963    351    199    413
    1   16    997    327    200    470
    1   17    943    318    211    414
    1   18    911    358    211    342
    1   19    882    341    177    364
    1   20    831    334    201    296
    1   21    769    318    197    254
    1   22    755    338    195    222
    1   23    659    319    168    172
    1   24    665    267    187    211
    1   25    635    280    174    181
    1   26    616    257    154    205
    1   27    583    221    170    192
    1   28    545    249    145    151
    1   29    542    238    145    159
    1   30    536    211    149    176
    1   31    478    216    137    125
    1   32    468    220    130    118
    1   33    469    185    146    138
    1   34    363    195    110     58
    1   35    405    153    132    120
    1   36    416    175    119    122
    1   37    357    181    123     53
    1   38    325    156    104     65
    1   39    351    169    107     75
    1   40    308    125    105     78
    1   41    325    132     93    100
    1   42    285    121    100     64
    1   43    305    106     91    108
    1   44    275    109    103     63
    1   45    271    118     87     66
    1   46    260    100     83     77
    1   47    247     96     78     73
    1   48    190     98     91      1
    1   49    222     81     77     64
    1   50    201     78     73     50
    1   51    190     90     85     15
    1   52    181     66     65     50
    1   53    146     59     58     29
    1   54    164     67     65     32
    1   55    136     62     69      5
    1   56    147     58     54     35
    1   57    134     50     61     23
    1   58    136     38     58     40
    1   59    136     37     49     50
    1   60    123     48     43     32
    1   61    109     28     59     22
    1   62    115     50     60      5
    1   63    110     32     45     33
    1   64    118     29     44     45
    2    1    145      8     36    101
    2    2    180     20     33    127
    2    3    280     38     35    207
    2    4    351     76     73    202
    2    5    462    115     89    258
    2    6    601    138    139    324
    2    7    677    196    153    328
    2    8    759    187    145    427
    2    9    801    236    168    397
    2   10    876    268    172    436
    2   11    944    304    187    453
    2   12    970    310    206    454
    2   13   1005    336    203    466
    2   14   1030    353    210    467
    2   15    999    314    192    493
    2   16    942    363    197    382
