    1      0      0      0      0
    2      0      0      0      0
    3      0      0      0      0
    4      0      0      0      0
    5      0      0      0      0
    6      0      0      0      0
    7      0      0      0      0
    8      0      0      0      0
    9  36563  16818  15636   4109
   10  40681  18711  16486   5484
   11  43090  19686  17015   6389
   12  44470  19614  16478   8378
   13  44597  19266  15869   9462
   14  45860  19702  15992  10166
   15  46447  19521  15596  11330
   16  48241  20170  15261  12810
   17  48306  19769  15017  13520
   18  47691  19245  14403  14043
   19  45783  18373  13530  13880
   20  44024  17274  12438  14312
   21  42276  16478  11890  13908
   22  41103  16112  11334  13657
   23  40308  15712  10868  13728
   24  39253  15195  10453  13605
   25  38418  14432   9732  14254
   26  37751  13976   9418  14357
   27  36503  13398   8920  14185
   28  35289  12946   8492  13851
   29  34401  12746   8195  13460
   30  33584  12040   7880  13664
   31  33234  11628   7708  13898
   32  32046  11192   7260  13594
   33  31823  10674   7127  14022
   34  31057  10417   6759  13881
   35  30264  10075   6542  13647
   36  29365   9730   6267  13368
   37  28646   9296   6099  13251
   38  27984   9150   5885  12949
   39  27656   8872   5733  13051
   40  27185   8314   5464  13407
   41  25990   8177   5211  12602
   42  25486   7837   5171  12478
   43  25282   7800   4926  12556
   44  24484   7332   4897  12255
   45  24172   7163   4743  12266
   46  23755   6875   4517  12363
   47  23221   6853   4517  11851
   48  22928   6506   4327  12095
   49  22204   6419   4334  11451
   50  22151   6191   4208  11752
   51  21586   5941   4061  11584
   52  21233   5700   3962  11571
   53  20699   5682   3840  11177
   54  20303   5555   3765  10983
   55  20256   5345   3612  11299
   56  19885   5175   3504  11206
   57  19186   5152   3520  10514
   58  18950   4876   3344  10730
   59  18752   4673   3426  10653
   60  18486   4699   3184  10603
   61  17980   4525   3266  10189
   62  17927   4426   3188  10313
   63  17638   4368   3021  10249
   64  17474   4312   3066  10096
   65  16962   4131   3024   9807
   66  16822   3968   2943   9911
   67  16470   4005   2813   9652
   68  16233   3866   2846   9521
