    1      0      0      0      0
    2      0      0      0      0
    3      0      0      0      0
    4      0      0      0      0
    5      0      0      0      0
    6      0      0      0      0
    7      0      0      0      0
    8      0      1      0     -1
    9  89459  41125  36822  11512
   10  92339  42097  36762  13480
   11  92363  41281  35717  15365
   12  90908  40109  34151  16648
   13  90545  39439  33270  17836
   14  91074  39433  32281  19360
   15  92147  39202  31866  21079
   16  92785  38505  30597  23683
   17  90496  37175  29265  24056
   18  87802  35845  27835  24122
   19  84825  34155  26464  24206
   20  82227  32957  24870  24400
   21  80648  31973  24032  24643
   22  78839  31140  22849  24850
   23  76340  30186  21638  24516
   24  74318  29235  20538  24545
   25  73260  28223  19889  25148
   26  71232  27000  18734  25498
   27  68991  26158  17942  24891
   28  67298  24737  17141  25420
   29  65931  24410  16424  25097
   30  63768  23485  15761  24522
   31  62256  22466  15062  24728
   32  60943  21526  14556  24861
   33  58752  20502  13873  24377
   34  57964  19712  13097  25155
   35  56140  18899  12788  24453
   36  54812  18306  12209  24297
   37  53347  17691  11895  23761
   38  52040  17021  11339  23680
   39  51045  16309  11057  23679
   40  49859  15888  10590  23381
   41  48949  15482  10361  23106
   42  48100  14907   9917  23276
   43  46529  14365   9631  22533
   44  45528  13846   9418  22264
   45  44729  13574   9134  22021
   46  43751  13108   8714  21929
   47  43033  12674   8508  21851
   48  42352  12261   8374  21717
   49  41270  12234   8293  20743
   50  40354  11511   7988  20855
   51  40065  11410   7666  20989
   52  39004  10949   7581  20474
   53  38053  10567   7429  20057
   54  37499  10280   7139  20080
   55  36740   9938   6975  19827
   56  36114   9742   6906  19466
   57  35800   9529   6448  19823
   58  35325   9217   6599  19509
   59  34384   9177   6557  18650
   60  33841   9007   6230  18604
   61  33805   8747   6230  18828
   62  32895   8307   6228  18360
   63  32369   8121   5817  18431
   64  32106   7953   6024  18129
   65  31606   7668   5736  18202
   66  30815   7614   5641  17560
   67  30127   7552   5510  17065
   68  29737   7258   5469  17010
