    1      0      0      0      0
    2      0      0      0      0
    3      0      0      0      0
    4      0      0      0      0
    5      0      0      0      0
    6      0      0      0      0
    7      0      0      0      0
    8      0      0      0      0
    9    670    129    112    429
   10    748    124    114    510
   11    708    149    105    454
   12    758    131     86    541
   13    802    108     79    615
   14    851    125     96    630
   15    885    107     87    691
   16    913    111     74    728
   17    910    115     67    728
   18    902    103     63    736
   19    972    112     57    803
   20    879     85     63    731
   21    957    112     48    797
   22    962    108     45    809
   23    905    109     43    753
   24   1005     98     50    857
   25    966     93     38    835
   26    933     97     34    802
   27    977     87     30    860
   28    893     88     30    775
   29    896     56     20    820
   30    886     72     26    788
   31    914     68     23    823
   32    927     66     23    838
   33    864     57     24    783
   34    819     61     24    734
   35    790     66     19    705
   36    816     60     13    743
   37    776     63     14    699
   38    753     48     17    688
   39    784     56     16    712
   40    759     61     14    684
   41    767     45     24    698
   42    755     40      9    706
   43    727     46     15    666
   44    716     42     10    664
   45    697     48     14    635
   46    682     35     14    633
   47    709     28     12    669
   48    722     31     17    674
   49    651     40     12    599
   50    676     51     17    608
   51    656     35      8    613
   52    658     25      8    625
   53    649     26     14    609
   54    660     20     16    624
   55    633     23      9    601
   56    626     23      7    596
   57    649     25      9    615
   58    631     27     10    594
   59    598     22      8    568
   60    609     20     10    579
   61    571     17      5    549
   62    557     24      7    526
   63    557     17      9    531
   64    574     15     11    548
   65    537      8      8    521
   66    543     10     10    523
   67    525      9     13    503
   68    556     18     10    528
