    1      0      0      0      0
    2      0      0      0      0
    3      0      0      0      0
    4      0      0      0      0
    5      0      0      0      0
    6      0      0      0      0
    7      0      0      0      0
    8      0      0      0      0
    9 167504  76061  70270  21173
   10 180373  80199  72349  27825
   11 188679  82820  73131  32728
   12 191776  82756  71770  37250
   13 191385  81605  69214  40566
   14 192020  81048  66465  44507
   15 192212  80310  65425  46477
   16 193002  79308  63364  50330
   17 190996  77485  60462  53049
   18 186385  74601  57879  53905
   19 180621  72146  54753  53722
   20 175632  69521  52054  54057
   21 171418  66762  49455  55201
   22 167009  64979  47541  54489
   23 162407  62854  44917  54636
   24 157638  60517  42751  54370
   25 155779  58529  40888  56362
   26 152138  57091  38823  56224
   27 147537  54716  37061  55760
   28 144207  52878  35676  55653
   29 140463  51274  34270  54919
   30 137565  48672  32696  56197
   31 133368  46941  31010  55417
   32 129243  45132  29828  54283
   33 126138  43057  28835  54246
   34 125609  42539  28040  55030
   35 122611  41447  27187  53977
   36 119828  39836  26293  53699
   37 117276  38362  25351  53563
   38 114897  36958  24524  53415
   39 112205  35686  23840  52679
   40 110317  34674  22849  52794
   41 107508  33239  22333  51936
   42 105459  32541  21441  51477
   43 103432  31532  21089  50811
   44 100948  30418  20254  50276
   45  99084  29593  19565  49926
   46  96933  28546  18954  49433
   47  95496  27652  18707  49137
   48  93231  26979  18445  47807
   49  91238  26220  17712  47306
   50  89522  25171  17005  47346
   51  87939  24595  16780  46564
   52  86731  23963  16386  46382
   53  84923  23298  16065  45560
   54  83260  22436  15668  45156
   55  81413  21931  15276  44206
   56  80202  21488  14885  43829
   57  79494  20868  14531  44095
   58  77794  20231  14330  43233
   59  76788  19865  14027  42896
   60  75820  19273  13613  42934
   61  74134  18933  13567  41634
   62  73293  18419  13344  41530
   63  71905  17930  12908  41067
   64  70735  17280  12623  40832
   65  69871  17004  12634  40233
   66  68382  16662  12178  39542
   67  67141  16306  12109  38726
   68  66245  15909  11822  38514
